製品,製品単位,部品,必要量,部品単位,行番,不要
3/J3955,K,3/430HA,1.03,K,2,2
3/J6484,K,N/J6484,1,K,1,1
3/J6484,K,3/432FA,0.73,K,2,2
3/J6484,K,1/37542,0.37,K,3,2
3/N1206,K,N/N1206,1,K,1,1
3/N1206,K,1/81671,0.21,K,2,2
3/N1206,K,1/24100,0.82,K,3,2
3/N1216,K,N/N1216,1,K,1,1
3/N1216,K,1/81671,0.21,K,2,2
3/N1216,K,1/24100,0.82,K,3,2
3/N1307,K,N/N1307,1,K,1,1
3/N1307,K,1/10061,0.23,K,2,2
3/N1307,K,1/24001,0.81,K,3,2
3/N1317,K,N/N1317,1,K,1,1
3/N1317,K,1/10061,0.23,K,2,2
3/N1317,K,1/24001,0.81,K,3,2
3/N1943,K,N/N1943,1,K,1,1
3/N1943,K,1/24001,0.59,K,2,2
3/N1943,K,3/B1907,0.45,K,3,2
3/N1953,K,N/N1953,1,K,1,1
3/N1953,K,1/24001,0.59,K,2,2
3/N1953,K,3/B1917,0.45,K,3,2
3/R1445,K,N/R1445,1,K,1,1
3/R1445,K,1/600SA,0.39,K,2,2
3/R1445,K,1/24031,0.71,K,3,2
3/W1921,K,N/W1921,1,K,1,1
3/W1921,K,3/558CA,1.03,K,2,2
3/W2854,K,N/W2854,1,K,1,1
3/W2854,K,3/264KA,1.02,K,2,2
3/W2864,K,N/W2864,1,K,1,1
3/W2864,K,3/278KA,1.02,K,2,2
3/Y5161,K,N/Y5161,1,K,1,1
3/Y5161,K,1/82081,0.43,K,2,2
3/Y5161,K,1/964AA,0.57,K,3,2
3/Y5171,K,N/Y5171,1,K,1,1
3/Y5171,K,3/Y5161,1,K,2,2
3/Y5181,K,N/Y5181,1,K,1,1
3/Y5181,K,1/82081,0.43,K,2,2
3/Y5181,K,1/964BS,0.57,K,3,2
3/Y5191,K,N/Y5191,1,K,1,1
3/Y5191,K,3/Y5181,1,K,2,2
