コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,標準品質,主たる倉庫,倉庫名,発注連動,分類１,分類１名,分類２,分類２名,分類３,分類３名,分類４,分類４名,分類５,数単位,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
5/115157ZX,生機:115157ZX,ｷﾊﾞﾀ115157ZX,反,0.02,P100,50M,127,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,X,,,,,M,,40536,33780,28954.3,25335,22520,20268,20268,20268,,,,,,,,,表示する,
5/115769PK,生機:115769PK,ｷﾊﾞﾀ115769PK,反,0.02,P100,50M,125,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,46100,38417,32928.6,28812.5,25611.1,23050,23050,23050,,,,,,,,,表示する,
5/115769PL,生機:115769PL,ｷﾊﾞﾀ115769PL,反,0.02,P100,50M,125,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,10,,L,,,,,M,,45154,37628,32252.9,28221.3,25085.6,22577,22577,22577,,,,,,,,,表示する,
5/115859PA,生機:115859PA,ｷﾊﾞﾀ115859PA,反,0.02,P100,50M,127,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,X,,,,,M,,36986,30822,26418.6,23116.3,20547.8,18493,18493,18493,,,,,,,,,表示する,
5/115859XC,生機:115859XC,ｷﾊﾞﾀ115859XC,反,0.02,P100,50M,97,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,X,,,,,M,,31308,26090,22362.9,19567.5,17393.3,15654,15654,15654,,,,,,,,,表示する,
5/116089XE,生機:116089XE,ｷﾊﾞﾀ116089XE,反,0.033333333,P100,30M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,X,,,,,M,,40594,33828,28995.7,25371.3,22552.2,20297,20297,20297,,,,,,,,,表示する,
5/116089XF,生機:116089XF,ｷﾊﾞﾀ116089XF,反,0.033333333,P100,30M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,30,,X,,,,,M,,40594,33828,28995.7,25371.3,22552.2,20297,20297,20297,,,,,,,,,表示する,
5/123127VJ,生機:123127VJ,ｷﾊﾞﾀ123127VJ,反,0.02,TA67/P33,50M,135,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,80,,81,,,,,M,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
5/123127ZE,生機:123127ZE,ｷﾊﾞﾀ123127ZE,反,0.02,TA67/P33,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,70472,58727,50337.1,44045,39151.1,35236,35236,35236,,,,,,,,,表示する,
5/123127ZF,生機:123127ZF,ｷﾊﾞﾀ123127ZF,反,0.02,TA67/P33,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,5,生機,50,,E,,,,,M,,70756,58963,50540,44222.5,39308.9,35378,35378,35378,,,,,,,,,表示する,
