行,行番,備考,在庫変換データID,変換先フラグ,商品コード,単位,数単位,入数,ケース,商品名/摘要,ロット,個別コード,品質コード,構成数量,規格型番,色,サイズ,数量,単価,金額,生機,反番,枝番,データ,担当,整経,製織,反数,長さ,重量,初反,格付,前処理,出庫日,出庫反数,検査日,パレット,生機ＮＯ,単価,評価下,親ID,日別行
2001,15,,279,1,5/290072ZA,6,7,,58.4,生機:290072ZA,,6212 ,A,,P100,50M,150,1,0,0,290072ZA,6212, ,1,B,225678B0,I068 ,1,58.4,11.7, ,A,1000,        ,   ,2016/11/17,1860,290072,,正常,279,15
2002,16,,279,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6213 ,A,,P100,50M,150,1,0,0,290072ZA,6213, ,1,B,225678B0,I068 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/17,1860,290072,,正常,279,16
2003,17,,279,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6268 ,A,,P100,50M,150,1,0,0,290072ZA,6268, ,1,B,225679A0,I077 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/17,1860,290072,,正常,279,17
2004,18,,279,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6269 ,A,,P100,50M,150,1,0,0,290072ZA,6269, ,1,B,225679A0,I077 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/17,1860,290072,,正常,279,18
2005,19,,279,1,5/290072ZA,6,7,,58.5,生機:290072ZA,,6351 ,A,,P100,50M,150,1,0,0,290072ZA,6351, ,1,B,225679B0,I079 ,1,58.5,11.6, ,A,1000,        ,   ,2016/11/17,1338,290072,,正常,279,19
2006,20,,279,1,5/290072ZA,6,7,,58.9,生機:290072ZA,,6352 ,A,,P100,50M,150,1,0,0,290072ZA,6352, ,1,B,225679B0,I079 ,1,58.9,11.7, ,A,1000,        ,   ,2016/11/17,1338,290072,,正常,279,20
2007,1,,280,1,5/099220JX,6,7,,60.6,生機: 99220JX,,6044 ,A,,P100,50M,140,1,25112,25112, 99220JX,6044, ,,B,225593A0,I074 ,1,60.6,11.3, ,A,1000,        ,   ,2016/11/18,1774,99220,,正常,280,1
2008,2,,280,1,5/099220JX,6,7,,60.5,生機: 99220JX,,6045 ,A,,P100,50M,140,1,25112,25112, 99220JX,6045, ,,B,225593A0,I074 ,1,60.5,11.3, ,A,1000,        ,   ,2016/11/18,1774,99220,,正常,280,2
2009,3,,280,1,5/099268YX,6,7,,62.9,生機: 99268YX,,6110 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6110, ,,B,215565A0,I059 ,1,62.9,17.2, ,A,1000,        ,   ,2016/11/18,1836,99268,,正常,280,3
2010,4,,280,1,5/099268YX,6,7,,62.9,生機: 99268YX,,6111 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6111, ,,B,215565A0,I059 ,1,62.9,17.2, ,A,1000,        ,   ,2016/11/18,1836,99268,,正常,280,4
2011,5,,280,1,5/099268YX,6,7,,63.2,生機: 99268YX,,6150 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6150, ,,B,215565B0,I017 ,1,63.2,17.6, ,A,1000,        ,   ,2016/11/18,1836,99268,,正常,280,5
2012,6,,280,1,5/099268YX,6,7,,63.2,生機: 99268YX,,6151 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6151, ,,B,215565B0,I017 ,1,63.2,17.6, ,A,1000,        ,   ,2016/11/18,1836,99268,,正常,280,6
2013,7,,280,1,5/099268YX,6,7,,62.7,生機: 99268YX,,6191 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6191, ,,B,215565C0,I037 ,1,62.7,17.1, ,A,1000,        ,   ,2016/11/18,1836,99268,,正常,280,7
2014,8,,280,1,5/099268YX,6,7,,62.6,生機: 99268YX,,6192 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6192, ,,B,215565C0,I037 ,1,62.6,17.1, ,A,1000,        ,   ,2016/11/18,1836,99268,,正常,280,8
2015,9,,280,1,5/290072ZA,6,7,,58.9,生機:290072ZA,,6123 ,A,,P100,50M,150,1,0,0,290072ZA,6123, ,1,B,225678A0,I046 ,1,58.9,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,9
2016,10,,280,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6124 ,A,,P100,50M,150,1,0,0,290072ZA,6124, ,1,B,225678A0,I046 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,10
2017,11,,280,1,5/290072ZA,6,7,,58.9,生機:290072ZA,,6125 ,A,,P100,50M,150,1,0,0,290072ZA,6125, ,1,B,225678A0,I046 ,1,58.9,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,11
2018,12,,280,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6126 ,A,,P100,50M,150,1,0,0,290072ZA,6126, ,1,B,225678A0,I046 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,12
2019,13,,280,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6214 ,A,,P100,50M,150,1,0,0,290072ZA,6214, ,1,B,225678B0,I068 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,13
2020,14,,280,1,5/290072ZA,6,7,,59,生機:290072ZA,,6215 ,A,,P100,50M,150,1,0,0,290072ZA,6215, ,1,B,225678B0,I068 ,1,59,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,14
2021,15,,280,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6216 ,A,,P100,50M,150,1,0,0,290072ZA,6216, ,1,B,225678B0,I068 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,15
2022,16,,280,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6217 ,A,,P100,50M,150,1,0,0,290072ZA,6217, ,1,B,225678B0,I068 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,16
2023,17,,280,1,5/290072ZA,6,7,,58.6,生機:290072ZA,,6270 ,A,,P100,50M,150,1,0,0,290072ZA,6270, ,1,B,225679A0,I077 ,1,58.6,11.7, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,17
2024,18,,280,1,5/290072ZA,6,7,,59,生機:290072ZA,,6271 ,A,,P100,50M,150,1,0,0,290072ZA,6271, ,1,B,225679A0,I077 ,1,59,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,18
2025,19,,280,1,5/290072ZA,6,7,,59,生機:290072ZA,,6272 ,A,,P100,50M,150,1,0,0,290072ZA,6272, ,1,B,225679A0,I077 ,1,59,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,19
2026,20,,280,1,5/290072ZA,6,7,,59,生機:290072ZA,,6273 ,A,,P100,50M,150,1,0,0,290072ZA,6273, ,1,B,225679A0,I077 ,1,59,11.8, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,20
2027,21,,280,1,5/290072ZA,6,7,,58.5,生機:290072ZA,,6353 ,A,,P100,50M,150,1,0,0,290072ZA,6353, ,1,B,225679B0,I079 ,1,58.5,11.6, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,21
2028,22,,280,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6354 ,A,,P100,50M,150,1,0,0,290072ZA,6354, ,1,B,225679B0,I079 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,22
2029,23,,280,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6355 ,A,,P100,50M,150,1,0,0,290072ZA,6355, ,1,B,225679B0,I079 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,23
2030,24,,280,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6356 ,A,,P100,50M,150,1,0,0,290072ZA,6356, ,1,B,225679B0,I079 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/18,1860,290072,,正常,280,24
2031,1,,281,1,5/099268YX,6,7,,62,生機: 99268YX,,6112 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6112, ,,B,215565A0,I059 ,1,62,16.9, ,A,1000,        ,   ,2016/11/19,1836,99268,,正常,281,1
2032,2,,281,1,5/099268YX,6,7,,62.8,生機: 99268YX,,6113 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6113, ,,B,215565A0,I059 ,1,62.8,17.1, ,A,1000,        ,   ,2016/11/19,1836,99268,,正常,281,2
2033,3,,281,1,5/099268YX,6,7,,62.8,生機: 99268YX,,6152 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6152, ,,B,215565B0,I017 ,1,62.8,17.5, ,A,1000,        ,   ,2016/11/19,1836,99268,,正常,281,3
2034,4,,281,1,5/099268YX,6,7,,62.7,生機: 99268YX,,6153 ,B,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6153, ,,B,215565B0,I017 ,1,62.7,17.5, ,B,1000,        ,   ,2016/11/19,1836,99268,,正常,281,4
2035,5,,281,1,5/099268YX,6,7,,62,生機: 99268YX,,6154 ,B,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6154, ,,B,215565B0,I017 ,1,62,17.3, ,B,1000,        ,   ,2016/11/19,1836,99268,,正常,281,5
2036,6,,281,1,5/171132ZX,6,7,,63.9,生機:171132ZX,,6016 ,A,,L45/TA37/P18,50M,130,1,32281,32281,171132ZX,6016, ,,B,225699A0,I019 ,1,63.9,14.2, ,A,1000,        ,   ,2016/11/19,1863,171132,,正常,281,6
2037,7,,281,1,5/171132ZX,6,7,,63.8,生機:171132ZX,,6017 ,A,,L45/TA37/P18,50M,130,1,32281,32281,171132ZX,6017, ,,B,225699A0,I019 ,1,63.8,14.2, ,A,1000,        ,   ,2016/11/19,1863,171132,,正常,281,7
2038,8,,281,1,5/171132ZX,6,7,,65.4,生機:171132ZX,,6069 ,A,,L45/TA37/P18,50M,130,1,32281,32281,171132ZX,6069, ,,B,225699B0,I020 ,1,65.4,14.5, ,A,1000,        ,   ,2016/11/19,1863,171132,,正常,281,8
2039,9,,281,1,5/171132ZX,6,7,,64,生機:171132ZX,,6070 ,A,,L45/TA37/P18,50M,130,1,32281,32281,171132ZX,6070, ,,B,225699B0,I020 ,1,64,14.1, ,A,1000,        ,   ,2016/11/19,1863,171132,,正常,281,9
2040,10,,281,1,5/171132ZX,6,7,,65.6,生機:171132ZX,,6122 ,A,,L45/TA37/P18,50M,130,1,32281,32281,171132ZX,6122, ,,B,225699C0,I039 ,1,65.6,14.4, ,A,1000,        ,   ,2016/11/19,1863,171132,,正常,281,10
2041,11,,281,1,5/171132ZX,6,7,,64,生機:171132ZX,,6123 ,A,,L45/TA37/P18,50M,130,1,32281,32281,171132ZX,6123, ,,B,225699C0,I039 ,1,64,14.1, ,A,1000,        ,   ,2016/11/19,1863,171132,,正常,281,11
2042,12,,281,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6127 ,A,,P100,50M,150,1,0,0,290072ZA,6127, ,1,B,225678A0,I046 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,12
2043,13,,281,1,5/290072ZA,6,7,,58.9,生機:290072ZA,,6128 ,A,,P100,50M,150,1,0,0,290072ZA,6128, ,1,B,225678A0,I046 ,1,58.9,11.8, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,13
2044,14,,281,1,5/290072ZA,6,7,,58.1,生機:290072ZA,,6129 ,A,,P100,50M,150,1,0,0,290072ZA,6129, ,1,B,225678A0,I046 ,1,58.1,11.6, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,14
2045,15,,281,1,5/290072ZA,6,7,,58.9,生機:290072ZA,,6130 ,A,,P100,50M,150,1,0,0,290072ZA,6130, ,1,B,225678A0,I046 ,1,58.9,11.8, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,15
2046,16,,281,1,5/290072ZA,6,7,,58.5,生機:290072ZA,,6218 ,A,,P100,50M,150,1,0,0,290072ZA,6218, ,1,B,225678B0,I068 ,1,58.5,11.7, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,16
2047,17,,281,1,5/290072ZA,6,7,,58.5,生機:290072ZA,,6219 ,A,,P100,50M,150,1,0,0,290072ZA,6219, ,1,B,225678B0,I068 ,1,58.5,11.7, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,17
2048,18,,281,1,5/290072ZA,6,7,,59.1,生機:290072ZA,,6274 ,A,,P100,50M,150,1,0,0,290072ZA,6274, ,1,B,225679A0,I077 ,1,59.1,11.8, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,18
2049,19,,281,1,5/290072ZA,6,7,,59,生機:290072ZA,,6275 ,A,,P100,50M,150,1,0,0,290072ZA,6275, ,1,B,225679A0,I077 ,1,59,11.8, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,19
2050,20,,281,1,5/290072ZA,6,7,,58.9,生機:290072ZA,,6357 ,A,,P100,50M,150,1,0,0,290072ZA,6357, ,1,B,225679B0,I079 ,1,58.9,11.7, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,20
2051,21,,281,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6358 ,A,,P100,50M,150,1,0,0,290072ZA,6358, ,1,B,225679B0,I079 ,1,58.8,11.7, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,21
2052,22,,281,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6359 ,A,,P100,50M,150,1,0,0,290072ZA,6359, ,1,B,225679B0,I079 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,22
2053,23,,281,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6360 ,A,,P100,50M,150,1,0,0,290072ZA,6360, ,1,B,225679B0,I079 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/19,1860,290072,,正常,281,23
2054,1,,282,1,5/099220JX,6,7,,60.6,生機: 99220JX,,6046 ,A,,P100,50M,140,1,25112,25112, 99220JX,6046, ,,B,225593A0,I074 ,1,60.6,11.3, ,A,1000,        ,   ,2016/11/21,1774,99220,,正常,282,1
2055,2,,282,1,5/099220JX,6,7,,60.4,生機: 99220JX,,6047 ,A,,P100,50M,140,1,25112,25112, 99220JX,6047, ,,B,225593A0,I074 ,1,60.4,11.3, ,A,1000,        ,   ,2016/11/21,1774,99220,,正常,282,2
2056,3,,282,1,5/099268YX,6,7,,62.7,生機: 99268YX,,6114 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6114, ,,B,215565A0,I059 ,1,62.7,17.1, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,3
2057,4,,282,1,5/099268YX,6,7,,62.6,生機: 99268YX,,6115 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6115, ,,B,215565A0,I059 ,1,62.6,17.1, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,4
2058,5,,282,1,5/099268YX,6,7,,62.6,生機: 99268YX,,6116 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6116, ,,B,215565A0,I059 ,1,62.6,17.1, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,5
2059,6,,282,1,5/099268YX,6,7,,62.7,生機: 99268YX,,6117 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6117, ,,B,215565A0,I059 ,1,62.7,17.1, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,6
2060,7,,282,1,5/099268YX,6,7,,62.7,生機: 99268YX,,6155 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6155, ,,B,215565B0,I017 ,1,62.7,17.5, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,7
2061,8,,282,1,5/099268YX,6,7,,62.5,生機: 99268YX,,6156 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6156, ,,B,215565B0,I017 ,1,62.5,17.4, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,8
2062,9,,282,1,5/099268YX,6,7,,62.8,生機: 99268YX,,6193 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6193, ,,B,215565C0,I037 ,1,62.8,17.1, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,9
2063,10,,282,1,5/099268YX,6,7,,62.6,生機: 99268YX,,6194 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6194, ,,B,215565C0,I037 ,1,62.6,17.1, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,10
2064,11,,282,1,5/099268YX,6,7,,62.5,生機: 99268YX,,6195 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6195, ,,B,215565C0,I037 ,1,62.5,17.1, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,11
2065,12,,282,1,5/099268YX,6,7,,62.3,生機: 99268YX,,6196 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6196, ,,B,215565C0,I037 ,1,62.3,17, ,A,1000,        ,   ,2016/11/21,1836,99268,,正常,282,12
2066,13,,282,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6131 ,A,,P100,50M,150,1,0,0,290072ZA,6131, ,1,B,225678A0,I046 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,13
2067,14,,282,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6220 ,A,,P100,50M,150,1,0,0,290072ZA,6220, ,1,B,225678B0,I068 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,14
2068,15,,282,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6221 ,A,,P100,50M,150,1,0,0,290072ZA,6221, ,1,B,225678B0,I068 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,15
2069,16,,282,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6222 ,A,,P100,50M,150,1,0,0,290072ZA,6222, ,1,B,225678B0,I068 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,16
2070,17,,282,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6223 ,A,,P100,50M,150,1,0,0,290072ZA,6223, ,1,B,225678B0,I068 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,17
2071,18,,282,1,5/290072ZA,6,7,,58.6,生機:290072ZA,,6276 ,A,,P100,50M,150,1,0,0,290072ZA,6276, ,1,B,225679A0,I077 ,1,58.6,11.7, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,18
2072,19,,282,1,5/290072ZA,6,7,,59,生機:290072ZA,,6277 ,A,,P100,50M,150,1,0,0,290072ZA,6277, ,1,B,225679A0,I077 ,1,59,11.8, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,19
2073,20,,282,1,5/290072ZA,6,7,,59,生機:290072ZA,,6278 ,A,,P100,50M,150,1,0,0,290072ZA,6278, ,1,B,225679A0,I077 ,1,59,11.8, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,20
2074,21,,282,1,5/290072ZA,6,7,,59.1,生機:290072ZA,,6279 ,A,,P100,50M,150,1,0,0,290072ZA,6279, ,1,B,225679A0,I077 ,1,59.1,11.8, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,21
2075,22,,282,1,5/290072ZA,6,7,,58.4,生機:290072ZA,,6361 ,A,,P100,50M,150,1,0,0,290072ZA,6361, ,1,B,225679B0,I079 ,1,58.4,11.6, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,22
2076,23,,282,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6362 ,A,,P100,50M,150,1,0,0,290072ZA,6362, ,1,B,225679B0,I079 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/21,1860,290072,,正常,282,23
2077,1,,283,1,5/099220JX,6,7,,60.5,生機: 99220JX,,6048 ,A,,P100,50M,140,1,25112,25112, 99220JX,6048, ,,B,225593A0,I074 ,1,60.5,11.3, ,A,1000,        ,   ,2016/11/22,1774,99220,,正常,283,1
2078,2,,283,1,5/099220JX,6,7,,60.4,生機: 99220JX,,6049 ,A,,P100,50M,140,1,25112,25112, 99220JX,6049, ,,B,225593A0,I074 ,1,60.4,11.3, ,A,1000,        ,   ,2016/11/22,1774,99220,,正常,283,2
2079,3,,283,1,5/099268YX,6,7,,62.4,生機: 99268YX,,6118 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6118, ,,B,215565A0,I059 ,1,62.4,17, ,A,1000,        ,   ,2016/11/22,1836,99268,,正常,283,3
2080,4,,283,1,5/099268YX,6,7,,62.7,生機: 99268YX,,6119 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6119, ,,B,215565A0,I059 ,1,62.7,17.1, ,A,1000,        ,   ,2016/11/22,1836,99268,,正常,283,4
2081,5,,283,1,5/099268YX,6,7,,62.7,生機: 99268YX,,6157 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6157, ,,B,215565B0,I017 ,1,62.7,17.5, ,A,1000,        ,   ,2016/11/22,1836,99268,,正常,283,5
2082,6,,283,1,5/099268YX,6,7,,62.9,生機: 99268YX,,6158 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6158, ,,B,215565B0,I017 ,1,62.9,17.5, ,A,1000,        ,   ,2016/11/22,1836,99268,,正常,283,6
2083,7,,283,1,5/099268YX,6,7,,62.6,生機: 99268YX,,6197 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6197, ,,B,215565C0,I037 ,1,62.6,17.1, ,A,1000,        ,   ,2016/11/22,1836,99268,,正常,283,7
2084,8,,283,1,5/099268YX,6,7,,62.4,生機: 99268YX,,6198 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6198, ,,B,215565C0,I037 ,1,62.4,17, ,A,1000,        ,   ,2016/11/22,1836,99268,,正常,283,8
2085,9,,283,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6224 ,A,,P100,50M,150,1,0,0,290072ZA,6224, ,1,B,225678B0,I068 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,9
2086,10,,283,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6280 ,A,,P100,50M,150,1,0,0,290072ZA,6280, ,1,B,225679A0,I077 ,1,58.8,11.8, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,10
2087,11,,283,1,5/290072ZA,6,7,,59.2,生機:290072ZA,,6281 ,A,,P100,50M,150,1,0,0,290072ZA,6281, ,1,B,225679A0,I077 ,1,59.2,11.8, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,11
2088,12,,283,1,5/290072ZA,6,7,,59.1,生機:290072ZA,,6282 ,A,,P100,50M,150,1,0,0,290072ZA,6282, ,1,B,225679A0,I077 ,1,59.1,11.8, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,12
2089,13,,283,1,5/290072ZA,6,7,,59,生機:290072ZA,,6283 ,A,,P100,50M,150,1,0,0,290072ZA,6283, ,1,B,225679A0,I077 ,1,59,11.8, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,13
2090,14,,283,1,5/290072ZA,6,7,,58.6,生機:290072ZA,,6363 ,A,,P100,50M,150,1,0,0,290072ZA,6363, ,1,B,225679B0,I079 ,1,58.6,11.7, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,14
2091,15,,283,1,5/290072ZA,6,7,,58.9,生機:290072ZA,,6364 ,A,,P100,50M,150,1,0,0,290072ZA,6364, ,1,B,225679B0,I079 ,1,58.9,11.7, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,15
2092,16,,283,1,5/290072ZA,6,7,,58.7,生機:290072ZA,,6365 ,A,,P100,50M,150,1,0,0,290072ZA,6365, ,1,B,225679B0,I079 ,1,58.7,11.7, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,16
2093,17,,283,1,5/290072ZA,6,7,,58.2,生機:290072ZA,,6366 ,A,,P100,50M,150,1,0,0,290072ZA,6366, ,1,B,225679B0,I079 ,1,58.2,11.6, ,A,1000,        ,   ,2016/11/22,1860,290072,,正常,283,17
2094,1,,284,1,5/099220JX,6,7,,60.5,生機: 99220JX,,6050 ,A,,P100,50M,140,1,25112,25112, 99220JX,6050, ,,B,225593A0,I074 ,1,60.5,11.3, ,A,1000,        ,   ,2016/11/23,1774,99220,,正常,284,1
2095,2,,284,1,5/099220JX,6,7,,60.2,生機: 99220JX,,6051 ,A,,P100,50M,140,1,25112,25112, 99220JX,6051, ,,B,225593A0,I074 ,1,60.2,11.3, ,A,1000,        ,   ,2016/11/23,1774,99220,,正常,284,2
2096,3,,284,1,5/099268YX,6,7,,62.3,生機: 99268YX,,6120 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6120, ,,B,215565A0,I059 ,1,62.3,17, ,A,1000,        ,   ,2016/11/23,1836,99268,,正常,284,3
2097,4,,284,1,5/099268YX,6,7,,62.9,生機: 99268YX,,6121 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6121, ,,B,215565A0,I059 ,1,62.9,17.2, ,A,1000,        ,   ,2016/11/23,1836,99268,,正常,284,4
2098,5,,284,1,5/099268YX,6,7,,62.4,生機: 99268YX,,6159 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6159, ,,B,215565B0,I017 ,1,62.4,17.4, ,A,1000,        ,   ,2016/11/23,1684,99268,,正常,284,5
2099,6,,284,1,5/099268YX,6,7,,62.7,生機: 99268YX,,6160 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6160, ,,B,215565B0,I017 ,1,62.7,17.5, ,A,1000,        ,   ,2016/11/23,1684,99268,,正常,284,6
2100,7,,284,1,5/099268YX,6,7,,62.4,生機: 99268YX,,6199 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6199, ,,B,215565C0,I037 ,1,62.4,17, ,A,1000,        ,   ,2016/11/23,1684,99268,,正常,284,7
2101,8,,284,1,5/099268YX,6,7,,62.8,生機: 99268YX,,6200 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6200, ,,B,215565C0,I037 ,1,62.8,17.1, ,A,1000,        ,   ,2016/11/23,1836,99268,,正常,284,8
2102,9,,284,1,5/099268YX,6,7,,62.2,生機: 99268YX,,6201 ,A,,R49/TA45/P6,50M,135,1,40156,40156, 99268YX,6201, ,,B,215565C0,I037 ,1,62.2,17, ,A,1000,        ,   ,2016/11/23,1684,99268,,正常,284,9
2103,10,,284,1,5/290072ZA,6,7,,59.1,生機:290072ZA,,6284 ,A,,P100,50M,150,1,0,0,290072ZA,6284, ,1,B,225679A0,I077 ,1,59.1,11.8, ,A,1000,        ,   ,2016/11/23,1741,290072,,正常,284,10
2104,11,,284,1,5/290072ZA,6,7,,59,生機:290072ZA,,6285 ,A,,P100,50M,150,1,0,0,290072ZA,6285, ,1,B,225679A0,I077 ,1,59,11.8, ,A,1000,        ,   ,2016/11/23,1741,290072,,正常,284,11
2105,12,,284,1,5/290072ZA,6,7,,58.8,生機:290072ZA,,6367 ,A,,P100,50M,150,1,0,0,290072ZA,6367, ,1,B,225679B0,I079 ,1,58.8,11.7, ,A,1000,        ,   ,2016/11/23,1860,290072,,正常,284,12
2106,13,,284,1,5/290072ZA,6,7,,58.9,生機:290072ZA,,6368 ,A,,P100,50M,150,1,0,0,290072ZA,6368, ,1,B,225679B0,I079 ,1,58.9,11.7, ,A,1000,        ,   ,2016/11/23,1860,290072,,正常,284,13
