コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,標準品質,主たる倉庫,倉庫名,発注連動,分類１,分類１名,分類２,分類２名,分類３,分類３名,分類４,分類４名,分類５,数単位,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
E/099683YX,開発 99683YX,ｶｲﾊﾂﾋ 99683YX,反,0.02,TA82/P18,50M,140,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,50,,E,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/099879JX,開発 99879JX,ｶｲﾊﾂﾋ 99879JX,反,0.02,P100,50M,130,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,20,,B,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/102144BB,開発102144BB,ｶｲﾊﾂﾋ102144BB,反,0.02,P76/R24,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,10,,L,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/102633ZX,開発102633ZX,ｶｲﾊﾂﾋ102633ZX,反,0.02,P52/TA48,50M,145,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,20,,B,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/115157ZA,開発115157ZA,ｶｲﾊﾂﾋ115157ZA,反,0.02,P100,50M,127,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,30,,X,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/115157ZB,開発115157ZB,ｶｲﾊﾂﾋ115157ZB,反,0.02,P100,50M,127,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,30,,X,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/115769PL,開発115769PL,ｶｲﾊﾂﾋ115769PL,反,0.02,P100,50M,125,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,10,,L,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/115859PA,開発115859PA,ｶｲﾊﾂﾋ115859PA,反,0.02,P100,50M,127,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,30,,X,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/115859XC,開発115859XC,ｶｲﾊﾂﾋ115859XC,反,0.02,P100,50M,97,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,30,,X,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/123127ZF,開発123127ZF,ｶｲﾊﾂﾋ123127ZF,反,0.02,TA67/P33,50M,140,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,50,,E,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/127250JD,開発127250JD,ｶｲﾊﾂﾋ127250JD,反,0.02,TA67/P33,50M,130,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,50,,E,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/127413CX,開発127413CX,ｶｲﾊﾂﾋ127413CX,反,0.02,TA72/P28,50M,140,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,50,,E,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/135239DB,開発135239DB,ｶｲﾊﾂﾋ135239DB,反,0.02,P100,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,10,,L,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/135426LH,開発135426LH,ｶｲﾊﾂﾋ135426LH,反,0.02,P90/N10,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,10,,L,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/135499LX,開発135499LX,ｶｲﾊﾂﾋ135499LX,反,0.02,P82/N18,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,10,,L,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/135521LD,開発135521LD,ｶｲﾊﾂﾋ135521LD,反,0.02,P73/R14/N13,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,10,,L,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/135539HX,開発135539HX,ｶｲﾊﾂﾋ135539HX,反,0.02,P92/R8,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,10,,L,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/135742LX,開発135742LX,ｶｲﾊﾂﾋ135742LX,反,0.02,P95/R5,50M,148,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,10,,L,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/159560VX,開発159560VX,ｶｲﾊﾂﾋ159560VX,反,0.025,P100,40M,118,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,20,,B,,,,,M,,2800,2333,2000,1750,1556,1400,1400,1400,,,,,,,,,表示する,
E/159577VX,開発159577VX,ｶｲﾊﾂﾋ159577VX,反,0.025,P100,40M,118,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,20,,B,,,,,M,,2800,2333,2000,1750,1556,1400,1400,1400,,,,,,,,,表示する,
E/171143YX,開発171143YX,ｶｲﾊﾂﾋ171143YX,反,0.02,CU71/P29,50M,145,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,20,,B,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/171144YX,開発171144YX,ｶｲﾊﾂﾋ171144YX,反,0.02,CU38/TA33/P29,50M,130,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,20,,B,,,,,M,,3500,2917,2500,2188,1944,1750,1750,1750,,,,,,,,,表示する,
E/171222YX,開発171222YX,ｶｲﾊﾂﾋ171222YX,反,0.020833333,CU49/R40/P11,48M,128,1,1,在庫管理を行わない,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,E,,20,,B,,,,,M,,3360,2800,2400,2100,1867,1680,1680,1680,,,,,,,,,表示する,
