製品,製品単位,部品,必要量,部品単位,行番,不要
5/292053YX,反,E/292053YX,1,反,1,0.5
5/292053YX,反,O/292053YX,1,反,2,1
5/292053YX,反,1/844ZZ,7.54,K,3,3
5/292053YX,反,4/292053YX,1,反,4,9
5/292054LX,反,E/292054LX,1,反,1,0.5
5/292054LX,反,O/292054LX,1,反,2,1
5/292054LX,反,1/843CC,6.81,K,3,3
5/292054LX,反,4/292054LX,1,反,4,9
5/292055YX,反,E/292055YX,1,反,1,0.5
5/292055YX,反,O/292055YX,1,反,2,1
5/292055YX,反,1/843EE,9.4,K,3,3
5/292055YX,反,4/292055YX,1,反,4,9
5/292056LX,反,E/292056LX,1,反,1,0.5
5/292056LX,反,O/292056LX,1,反,2,1
5/292056LX,反,1/705AA,4.78,K,3,3
5/292056LX,反,1/45461,1.66,K,4,4
5/292056LX,反,4/292056LX,1,反,5,9
5/292057YX,反,E/292057YX,1,反,1,0.5
5/292057YX,反,O/292057YX,1,反,2,1
5/292057YX,反,1/843II,8.93,K,3,3
5/292057YX,反,1/843JJ,0.16,K,4,4
5/292057YX,反,4/292057YX,1,反,5,9
5/292058LX,反,E/292058LX,1,反,1,0.5
5/292058LX,反,O/292058LX,1,反,2,1
5/292058LX,反,1/45461,3.79,K,3,3
5/292058LX,反,4/292058LX,1,反,4,9
5/292059LX,反,E/292059LX,1,反,1,0.5
5/292059LX,反,O/292059LX,1,反,2,1
5/292059LX,反,1/45461,3.79,K,3,3
5/292059LX,反,4/292059LX,1,反,4,9
5/292060YX,反,E/292060YX,1,反,1,0.5
5/292060YX,反,O/292060YX,1,反,2,1
5/292060YX,反,1/843WW,5.61,K,3,3
5/292060YX,反,1/843XX,4.18,K,4,4
5/292060YX,反,4/292060YX,1,反,5,9
5/292061YX,反,E/292061YX,1,反,1,0.5
5/292061YX,反,O/292061YX,1,反,2,1
5/292061YX,反,1/843ZZ,4.22,K,3,3
5/292061YX,反,1/844DD,3.83,K,4,4
5/292061YX,反,1/849SS,0.53,K,5,5
5/292061YX,反,4/292061YX,1,反,6,9
5/292062LX,反,E/292062LX,1,反,1,0.5
5/292062LX,反,O/292062LX,1,反,2,1
5/292062LX,反,1/843UU,4.81,K,3,3
5/292062LX,反,4/292062LX,1,反,4,9
5/292063LX,反,E/292063LX,1,反,1,0.5
5/292063LX,反,O/292063LX,1,反,2,1
5/292063LX,反,1/843QQ,1.78,K,3,3
5/292063LX,反,1/843SS,1.78,K,4,4
5/292063LX,反,1/843RR,2.86,K,5,5
5/292063LX,反,4/292063LX,1,反,6,9
5/292064YX,反,E/292064YX,1,反,1,0.5
5/292064YX,反,O/292064YX,1,反,2,1
5/292064YX,反,1/842CC,4.36,K,3,3
5/292064YX,反,1/842DD,3.9,K,4,4
5/292064YX,反,4/292064YX,1,反,5,9
5/295000YA,反,E/295000YA,1,反,1,0.5
5/295000YA,反,O/295000YA,1,反,2,1
5/295000YA,反,3/D5527,3.53,K,3,3
5/295000YA,反,3/D5537,3.53,K,4,4
5/295000YA,反,4/295000YA,1,反,5,9
5/295023YX,反,E/295023YX,1,反,1,0.5
5/295023YX,反,O/295023YX,1,反,2,1
5/295023YX,反,3/G3007,3.14,K,3,3
5/295023YX,反,3/G3017,3.14,K,4,4
5/295023YX,反,4/295023YX,1,反,5,9
5/295025YX,反,E/295025YX,1,反,1,0.5
5/295025YX,反,O/295025YX,1,反,2,1
5/295025YX,反,3/D1568,4.41,K,3,3
5/295025YX,反,3/D1578,4.41,K,4,4
5/295025YX,反,4/295025YX,1,反,5,9
5/295027YX,反,E/295027YX,1,反,1,0.5
5/295027YX,反,O/295027YX,1,反,2,1
5/295027YX,反,3/D1608,3.06,K,3,3
5/295027YX,反,3/D1618,3.06,K,4,4
5/295027YX,反,4/295027YX,1,反,5,9
5/295028YX,反,E/295028YX,1,反,1,0.5
5/295028YX,反,O/295028YX,1,反,2,1
5/295028YX,反,3/D1627,1.44,K,3,3
5/295028YX,反,3/D1637,1.44,K,4,4
5/295028YX,反,4/295028YX,1,反,5,9
5/295029YX,反,E/295029YX,1,反,1,0.5
5/295029YX,反,O/295029YX,1,反,2,1
5/295029YX,反,3/D1867,1.44,K,3,3
5/295029YX,反,3/D1877,1.44,K,4,4
5/295029YX,反,4/295029YX,1,反,5,9
5/295030YX,反,E/295030YX,1,反,1,0.5
5/295030YX,反,O/295030YX,1,反,2,1
5/295030YX,反,1/56131,5.36,K,3,3
5/295030YX,反,3/D1618,2.55,K,4,4
5/295030YX,反,4/295030YX,1,反,5,9
5/350035YX,反,E/350035YX,1,反,1,0.5
5/350035YX,反,O/350035YX,1,反,2,1
5/350035YX,反,1/16461,3.66,K,3,3
5/350035YX,反,3/683AA,9.97,K,4,4
5/350035YX,反,4/350035YX,1,反,5,9
5/350087YX,反,E/350087YX,1,反,1,0.5
5/350087YX,反,O/350087YX,1,反,2,1
5/350087YX,反,1/16451,14.2,K,3,3
5/350087YX,反,3/M0953,3.49,K,4,4
5/350087YX,反,4/350087YX,1,反,5,9
5/350088YX,反,E/350088YX,1,反,1,0.5
5/350088YX,反,O/350088YX,1,反,2,1
5/350088YX,反,1/16451,14.2,K,3,3
5/350088YX,反,3/M0973,3.49,K,4,4
5/350088YX,反,4/350088YX,1,反,5,9
5/350089YX,反,E/350089YX,1,反,1,0.5
5/350089YX,反,O/350089YX,1,反,2,1
5/350089YX,反,1/16451,14.2,K,3,3
5/350089YX,反,3/M0993,3.49,K,4,4
5/350089YX,反,4/350089YX,1,反,5,9
5/350090YX,反,E/350090YX,1,反,1,0.5
5/350090YX,反,O/350090YX,1,反,2,1
5/350090YX,反,1/16451,14.2,K,3,3
5/350090YX,反,3/M1013,3.49,K,4,4
5/350090YX,反,4/350090YX,1,反,5,9
5/390022JX,反,E/390022JX,1,反,1,0.5
5/390022JX,反,O/390022JX,1,反,2,1
5/390022JX,反,3/D9526,3.66,K,3,3
5/390022JX,反,3/D9626,5.94,K,4,4
5/390022JX,反,3/D9706,0.45,K,5,5
5/390022JX,反,4/390022JX,1,反,6,9
5/390023JX,反,E/390023JX,1,反,1,0.5
5/390023JX,反,O/390023JX,1,反,2,1
5/390023JX,反,3/D9506,1.11,K,3,3
5/390023JX,反,3/D9546,4.33,K,4,4
5/390023JX,反,3/D9566,2.24,K,5,5
5/390023JX,反,3/D9586,2.37,K,6,6
5/390023JX,反,4/390023JX,1,反,7,9
5/390024CX,反,E/390024CX,1,反,1,0.5
5/390024CX,反,O/390024CX,1,反,2,1
5/390024CX,反,3/D9726,2.58,K,3,3
5/390024CX,反,3/D9746,7.48,K,4,4
5/390024CX,反,4/390024CX,1,反,5,9
5/390024JX,反,E/390024JX,1,反,1,0.5
5/390024JX,反,O/390024JX,1,反,2,1
5/390024JX,反,3/D9606,2.58,K,3,3
5/390024JX,反,3/D9626,7.48,K,4,4
5/390024JX,反,4/390024JX,1,反,5,9
5/390025JX,反,E/390025JX,1,反,1,0.5
5/390025JX,反,O/390025JX,1,反,2,1
5/390025JX,反,3/D9626,1.74,K,3,3
5/390025JX,反,3/D9646,7.35,K,4,4
5/390025JX,反,3/D9666,0.96,K,5,5
5/390025JX,反,4/390025JX,1,反,6,9
5/390026CX,反,E/390026CX,1,反,1,0.5
5/390026CX,反,O/390026CX,1,反,2,1
5/390026CX,反,3/D9746,5.59,K,3,3
5/390026CX,反,3/D9766,4.47,K,4,4
5/390026CX,反,4/390026CX,1,反,5,9
5/390026JX,反,E/390026JX,1,反,1,0.5
5/390026JX,反,O/390026JX,1,反,2,1
5/390026JX,反,3/D9626,5.59,K,3,3
5/390026JX,反,3/D9686,4.47,K,4,4
5/390026JX,反,4/390026JX,1,反,5,9
5/390027CX,反,E/390027CX,1,反,1,0.5
5/390027CX,反,O/390027CX,1,反,2,1
5/390027CX,反,3/D9746,10.07,K,3,3
5/390027CX,反,4/390027CX,1,反,4,9
5/390027JX,反,E/390027JX,1,反,1,0.5
5/390027JX,反,O/390027JX,1,反,2,1
5/390027JX,反,3/D9626,10.07,K,3,3
5/390027JX,反,4/390027JX,1,反,4,9
5/390028CX,反,E/390028CX,1,反,1,0.5
5/390028CX,反,O/390028CX,1,反,2,1
5/390028CX,反,3/D9786,5.59,K,3,3
5/390028CX,反,3/D9766,4.47,K,4,4
5/390028CX,反,4/390028CX,1,反,5,9
5/390028JX,反,E/390028JX,1,反,1,0.5
5/390028JX,反,O/390028JX,1,反,2,1
5/390028JX,反,4/390028JX,1,反,3,9
