製品,製品単位,部品,必要量,部品単位,行番,不要
5/098761XX,反,4/098761XX,1,反,5,3
5/099220JX,反,O/099220JX,1,反,1,1
5/099220JX,反,E/099220JX,1,反,2,1.5
5/099220JX,反,3/B4187,4.54,K,3,2
5/099220JX,反,3/B4197,4.54,K,4,2
5/099220JX,反,4/099220JX,1,反,5,3
5/099401JX,反,O/099401JX,1,反,1,1
5/099401JX,反,E/099401JX,1,反,2,1.5
5/099401JX,反,3/C0947,5.13,K,3,2
5/099401JX,反,4/099401JX,1,反,4,3
5/099556ZX,反,O/099556ZX,1,反,1,1
5/099556ZX,反,E/099556ZX,1,反,2,1.5
5/099556ZX,反,3/B9847,4.38,K,3,2
5/099556ZX,反,3/B9857,4.38,K,4,2
5/099556ZX,反,4/099556ZX,1,反,5,3
5/099683YX,反,O/099683YX,1,反,1,1
5/099683YX,反,E/099683YX,1,反,2,1.5
5/099683YX,反,3/G4044,11.42,K,3,2
5/099683YX,反,4/099683YX,1,反,4,3
5/099879JX,反,O/099879JX,1,反,1,1
5/099879JX,反,E/099879JX,1,反,2,1.5
5/099879JX,反,3/A1701,9,K,3,2
5/099879JX,反,4/099879JX,1,反,4,3
5/102144BB,反,O/102144BB,1,反,1,1
5/102144BB,反,E/102144BB,1,反,2,1.5
5/102144BB,反,3/F1448,5.37,K,3,2
5/102144BB,反,3/A9664,4.06,K,4,2
5/102144BB,反,3/G4848,2.09,K,5,2
5/102144BB,反,4/102144BB,1,反,6,3
5/102633ZX,反,O/102633ZX,1,反,1,1
5/102633ZX,反,E/102633ZX,1,反,2,1.5
5/102633ZX,反,3/D0056,6.87,K,3,2
5/102633ZX,反,4/102633ZX,1,反,4,3
5/115157ZA,反,O/115157ZA,1,反,1,1
5/115157ZA,反,E/115157ZA,1,反,2,1.5
5/115157ZA,反,3/404BA,9.26,K,3,2
5/115157ZA,反,4/115157ZA,1,反,4,3
5/115157ZB,反,O/115157ZB,1,反,1,1
5/115157ZB,反,E/115157ZB,1,反,2,1.5
5/115157ZB,反,3/404AA,9.26,K,3,2
5/115157ZB,反,4/115157ZB,1,反,4,3
5/115769PL,反,O/115769PL,1,反,1,1
5/115769PL,反,E/115769PL,1,反,2,1.5
5/115769PL,反,3/F2246,2.8,K,3,2
5/115769PL,反,3/W2864,7.9,K,4,2
5/115769PL,反,4/115769PL,1,反,5,3
5/115859PA,反,O/115859PA,1,反,1,1
5/115859PA,反,E/115859PA,1,反,2,1.5
5/115859PA,反,3/E2532,12.04,K,3,2
5/115859PA,反,4/115859PA,1,反,4,3
5/115859XC,反,O/115859XC,1,反,1,1
5/115859XC,反,E/115859XC,1,反,2,1.5
5/115859XC,反,3/E2532,9.22,K,3,2
5/115859XC,反,4/115859XC,1,反,4,3
5/123127ZF,反,O/123127ZF,1,反,1,1
5/123127ZF,反,E/123127ZF,1,反,2,1.5
5/123127ZF,反,3/B8347,4.76,K,3,2
5/123127ZF,反,3/B8357,4.76,K,4,2
5/123127ZF,反,4/123127ZF,1,反,5,3
5/127250JD,反,O/127250JD,1,反,1,1
5/127250JD,反,E/127250JD,1,反,2,1.5
5/127250JD,反,3/B9877,2.19,K,3,2
5/127250JD,反,3/B9867,2.19,K,4,2
5/127250JD,反,4/127250JD,1,反,5,3
5/127413CX,反,O/127413CX,1,反,1,1
5/127413CX,反,E/127413CX,1,反,2,1.5
5/127413CX,反,3/B9707,2.17,K,3,2
5/127413CX,反,3/B9717,2.17,K,4,2
5/127413CX,反,4/127413CX,1,反,5,3
5/135239DB,反,O/135239DB,1,反,1,1
5/135239DB,反,E/135239DB,1,反,2,1.5
5/135239DB,反,1/024BA,5.78,K,3,2
5/135239DB,反,4/135239DB,1,反,4,3
5/135426LH,反,O/135426LH,1,反,1,1
5/135426LH,反,E/135426LH,1,反,2,1.5
5/135426LH,反,3/A9114,2.39,K,3,2
5/135426LH,反,3/A2831,1.1,K,4,2
5/135426LH,反,3/E1765,6.88,K,5,2
5/135426LH,反,4/135426LH,1,反,6,3
5/135499LX,反,O/135499LX,1,反,1,1
5/135499LX,反,E/135499LX,1,反,2,1.5
5/135499LX,反,3/A2831,1.89,K,3,2
5/135499LX,反,3/E2665,2.75,K,4,2
5/135499LX,反,3/E1725,5.28,K,5,2
5/135499LX,反,4/135499LX,1,反,6,3
5/135521LD,反,O/135521LD,1,反,1,1
5/135521LD,反,E/135521LD,1,反,2,1.5
5/135521LD,反,3/E7364,2.1,K,3,2
5/135521LD,反,3/D1844,1.16,K,4,2
5/135521LD,反,3/A8861,3.65,K,5,2
5/135521LD,反,3/A2814,1.02,K,6,2
5/135521LD,反,4/135521LD,1,反,7,3
5/135539HX,反,O/135539HX,1,反,1,1
5/135539HX,反,E/135539HX,1,反,2,1.5
5/135539HX,反,3/E7544,4.37,K,3,2
5/135539HX,反,3/A8861,2.46,K,4,2
5/135539HX,反,3/D1844,0.62,K,5,2
5/135539HX,反,4/135539HX,1,反,6,3
5/135742LX,反,O/135742LX,1,反,1,1
5/135742LX,反,E/135742LX,1,反,2,1.5
5/135742LX,反,1/844HH,0.85,K,3,2
5/135742LX,反,3/E3881,6.27,K,4,2
5/135742LX,反,3/B4584,0.41,K,5,2
5/135742LX,反,4/135742LX,1,反,6,3
5/159560VX,反,O/159560VX,1,反,1,1
5/159560VX,反,E/159560VX,1,反,2,1.5
5/159560VX,反,1/16461,4.19,K,3,2
5/159560VX,反,3/A1161,7.55,K,4,2
5/159560VX,反,4/159560VX,1,反,5,3
5/159577VX,反,O/159577VX,1,反,1,1
5/159577VX,反,E/159577VX,1,反,2,1.5
5/159577VX,反,1/16471,4.19,K,3,2
5/159577VX,反,3/A1161,7.55,K,4,2
5/159577VX,反,4/159577VX,1,反,5,3
5/171143YX,反,O/171143YX,1,反,1,1
5/171143YX,反,E/171143YX,1,反,2,1.5
5/171143YX,反,3/B8177,2.45,K,3,2
5/171143YX,反,3/B8167,2.45,K,4,2
5/171143YX,反,4/171143YX,1,反,5,3
5/171144YX,反,O/171144YX,1,反,1,1
5/171144YX,反,E/171144YX,1,反,2,1.5
5/171144YX,反,3/B8887,2.52,K,3,2
5/171144YX,反,3/B8897,2.52,K,4,2
5/171144YX,反,4/171144YX,1,反,5,3
5/171222YX,反,O/171222YX,1,反,1,1
5/171222YX,反,E/171222YX,1,反,2,1.5
5/171222YX,反,3/B8137,1.92,K,3,2
5/171222YX,反,3/B8127,1.92,K,4,2
5/171222YX,反,4/171222YX,1,反,5,3
5/171337YX,反,O/171337YX,1,反,1,1
5/171337YX,反,E/171337YX,1,反,2,1.5
5/171337YX,反,3/B2048,4,K,3,2
5/171337YX,反,3/B2058,4,K,4,2
5/171337YX,反,4/171337YX,1,反,5,3
5/290045VX,反,O/290045VX,1,反,1,1
5/290045VX,反,E/290045VX,1,反,2,1.5
5/290045VX,反,3/Y5171,3.15,K,3,2
5/290045VX,反,3/Y5191,3.15,K,4,2
5/290045VX,反,4/290045VX,1,反,5,3
5/290054YB,反,O/290054YB,1,反,1,1
5/290054YB,反,E/290054YB,1,反,2,1.5
5/290054YB,反,1/56031,3.8,K,3,2
5/290054YB,反,3/371WA,2.36,K,4,2
5/290054YB,反,4/290054YB,1,反,5,3
5/290128ZX,反,O/290128ZX,1,反,1,1
5/290128ZX,反,E/290128ZX,1,反,2,1.5
5/290128ZX,反,1/37542,3.31,K,3,2
5/290128ZX,反,1/635TT,3.83,K,4,2
5/290128ZX,反,4/290128ZX,1,反,5,3
5/290169GA,反,O/290169GA,1,反,1,1
5/290169GA,反,E/290169GA,1,反,2,1.5
5/290169GA,反,1/848HH,6.7,K,3,2
5/290169GA,反,1/848LL,4.57,K,4,2
5/290169GA,反,4/290169GA,1,反,5,3
5/290170GA,反,O/290170GA,1,反,1,1
5/290170GA,反,E/290170GA,1,反,2,1.5
5/290170GA,反,1/848II,3.35,K,3,2
5/290170GA,反,1/848HH,3.35,K,4,2
5/290170GA,反,1/848LL,4.57,K,5,2
5/290170GA,反,4/290170GA,1,反,6,3
5/290172ZX,反,O/290172ZX,1,反,1,1
5/290172ZX,反,E/290172ZX,1,反,2,1.5
5/290172ZX,反,3/B8137,1.8,K,3,2
5/290172ZX,反,3/B8127,1.8,K,4,2
5/290172ZX,反,4/290172ZX,1,反,5,3
5/290188YX,反,O/290188YX,1,反,1,1
5/290188YX,反,E/290188YX,1,反,2,1.5
5/290188YX,反,1/848WW,5.65,K,3,2
5/290188YX,反,1/848XX,1.66,K,4,2
5/290188YX,反,4/290188YX,1,反,5,3
5/291012ZX,反,O/291012ZX,1,反,1,1
5/291012ZX,反,E/291012ZX,1,反,2,1.5
5/291012ZX,反,1/635HH,2.14,K,3,2
5/291012ZX,反,1/998AA,3.16,K,4,2
5/291012ZX,反,4/291012ZX,1,反,5,3
5/291014YX,反,O/291014YX,1,反,1,1
5/291014YX,反,E/291014YX,1,反,2,1.5
5/291014YX,反,1/635II,1.26,K,3,2
5/291014YX,反,1/11751,1.72,K,4,2
5/291014YX,反,1/15931,0.42,K,5,2
5/291014YX,反,4/291014YX,1,反,6,3
5/291045YX,反,O/291045YX,1,反,1,1
5/291045YX,反,E/291045YX,1,反,2,1.5
5/291045YX,反,1/848DD,0.27,K,3,2
5/291045YX,反,1/848EE,0.02,K,4,2
5/291045YX,反,1/635II,1.31,K,5,2
5/291045YX,反,1/848FF,1.68,K,6,2
5/291045YX,反,1/848CC,0.05,K,7,2
5/291045YX,反,4/291045YX,1,反,8,3
5/291052YX,反,O/291052YX,1,反,1,1
5/291052YX,反,E/291052YX,1,反,2,1.5
5/291052YX,反,1/37502,3.61,K,3,2
5/291052YX,反,1/15971,0.32,K,4,2
5/291052YX,反,1/11811,1.59,K,5,2
5/291052YX,反,1/845RR,0.08,K,6,2
5/291052YX,反,4/291052YX,1,反,7,3
5/292028YX,反,O/292028YX,1,反,1,1
5/292028YX,反,E/292028YX,1,反,2,1.5
5/292028YX,反,1/848NN,12.25,K,3,2
5/292028YX,反,4/292028YX,1,反,4,3
5/292030LX,反,O/292030LX,1,反,1,1
5/292030LX,反,E/292030LX,1,反,2,1.5
5/292030LX,反,1/48131,4.15,K,3,2
5/292030LX,反,4/292030LX,1,反,4,3
5/292040YX,反,O/292040YX,1,反,1,1
5/292040YX,反,E/292040YX,1,反,2,1.5
5/292040YX,反,1/45471,9.68,K,3,2
5/292040YX,反,4/292040YX,1,反,4,3
5/292046YX,反,O/292046YX,1,反,1,1
5/292046YX,反,E/292046YX,1,反,2,1.5
5/292046YX,反,1/45361,8.05,K,3,2
5/292046YX,反,4/292046YX,1,反,4,3
5/292047LX,反,O/292047LX,1,反,1,1
5/292047LX,反,E/292047LX,1,反,2,1.5
5/292047LX,反,1/45461,3.83,K,3,2
5/292047LX,反,4/292047LX,1,反,4,3
5/292048YX,反,O/292048YX,1,反,1,1
5/292048YX,反,E/292048YX,1,反,2,1.5
5/292048YX,反,1/849RR,1.03,K,3,2
5/292048YX,反,1/844LL,7.52,K,4,2
5/292048YX,反,4/292048YX,1,反,5,3
5/292049LX,反,O/292049LX,1,反,1,1
5/292049LX,反,E/292049LX,1,反,2,1.5
5/292049LX,反,1/722AA,2.93,K,3,2
5/292049LX,反,1/45461,1.97,K,4,2
5/292049LX,反,4/292049LX,1,反,5,3
5/292050YX,反,O/292050YX,1,反,1,1
5/292050YX,反,E/292050YX,1,反,2,1.5
5/292050YX,反,1/637DD,3.29,K,3,2
5/292050YX,反,1/636VV,3.29,K,4,2
5/292050YX,反,4/292050YX,1,反,5,3
5/295000YA,反,O/295000YA,1,反,1,1
5/295000YA,反,E/295000YA,1,反,2,1.5
5/295000YA,反,3/D5527,3.53,K,3,2
5/295000YA,反,3/D5537,3.53,K,4,2
5/295000YA,反,4/295000YA,1,反,5,3
5/295023YX,反,O/295023YX,1,反,1,1
5/295023YX,反,E/295023YX,1,反,2,1.5
5/295023YX,反,3/G3017,3.14,K,3,2
5/295023YX,反,3/G3007,3.14,K,4,2
5/295023YX,反,4/295023YX,1,反,5,3
5/295025YX,反,O/295025YX,1,反,1,1
5/295025YX,反,E/295025YX,1,反,2,1.5
5/295025YX,反,3/D1578,4.41,K,3,2
5/295025YX,反,3/D1568,4.41,K,4,2
5/295025YX,反,4/295025YX,1,反,5,3
5/295026YX,反,O/295026YX,1,反,1,1
5/295026YX,反,E/295026YX,1,反,2,1.5
5/295026YX,反,3/D1618,3.22,K,3,2
5/295026YX,反,3/D1608,3.22,K,4,2
5/295026YX,反,4/295026YX,1,反,5,3
5/295027YX,反,O/295027YX,1,反,1,1
5/295027YX,反,E/295027YX,1,反,2,1.5
5/295027YX,反,3/D1618,3.06,K,3,2
5/295027YX,反,3/D1608,3.06,K,4,2
5/295027YX,反,4/295027YX,1,反,5,3
5/295028YX,反,O/295028YX,1,反,1,1
5/295028YX,反,E/295028YX,1,反,2,1.5
5/295028YX,反,3/D1637,1.44,K,3,2
5/295028YX,反,3/D1627,1.44,K,4,2
5/295028YX,反,4/295028YX,1,反,5,3
5/295029YX,反,O/295029YX,1,反,1,1
5/295029YX,反,E/295029YX,1,反,2,1.5
5/295029YX,反,3/D1867,1.44,K,3,2
5/295029YX,反,3/D1877,1.44,K,4,2
5/295029YX,反,4/295029YX,1,反,5,3
5/350035YX,反,O/350035YX,1,反,1,1
5/350035YX,反,E/350035YX,1,反,2,1.5
5/350035YX,反,1/16461,3.66,K,3,2
5/350035YX,反,3/683AA,9.97,K,4,2
5/350035YX,反,4/350035YX,1,反,5,3
