コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,標準品質,主たる倉庫,倉庫名,発注連動,分類１,分類１名,分類２,分類２名,分類３,分類３名,分類４,分類４名,分類５,数単位,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
3/371WA,371WA:撚糸:PPT.W<165T>BR147/68Z (1T107) / LS,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2156.4,1797,1540.3,1347.8,1198,1078.2,1078.2,1078.2,,,,,,,,,表示する,
3/404AA,404AA:撚糸:PR.ﾅﾝﾔｴｺPOY<278T>SD250/48 X ﾅﾝﾔCDF<84T>SD75/36(8C367) 353/ 84 ｾｯﾄ85ﾟC30',,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1311,1093,936.4,819.4,728.3,655.5,655.5,655.5,,,,,,,,,表示する,
3/404BA,404BA:撚糸:PR.ﾅﾝﾔｴｺPOY<278T>SD250/48 X ﾅﾝﾔCDF<84T>SD75/36(8C375) 353/ 84 ｾｯﾄ85ﾟC30,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1271,1059,907.9,794.4,706.1,635.5,635.5,635.5,,,,,,,,,表示する,
3/430HA,430HA:撚糸:PA.ﾃｨﾌｨｺTF<110T>SD100/24(20) X TAC(ES)<84T>BR75/20(LP9) 248/ 44 ｾｯﾄ85ﾟC30,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2112,1760,1508.6,1320,1173.3,1056.01,1056.01,1056.01,,,,,,,,,表示する,
3/432FA,432FA:撚糸:PA.ﾃｨﾌｨｺTF<110T>SD100/24(20) X TAC<167T>BR150/40 380/ 64 ST5ｶｲ 85ﾟC,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2303.1,1919,1645.1,1439.5,1279.5,1151.57,1151.57,1151.57,,,,,,,,,表示する,
3/507JA,507JA:撚糸:ﾃｨﾌｨｺTW<110T>SD100/24(20) / Z300WMｻｷﾖﾘ,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1413.8,1178,1009.8,883.6,785.4,706.89,706.89,706.89,,,,,,,,,表示する,
3/507KA,507KA:撚糸:ﾃ.TW<110T>ｲﾀｸｻｷﾖﾘ(ｼﾞﾖﾘ) SD 100/ 24 Z300WMｻｷﾖﾘ,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1413.8,1178,1009.8,883.6,785.4,706.89,706.89,706.89,,,,,,,,,表示する,
3/558CA,558CA:撚糸:ﾄｰﾚTF<84T>SD75/36(215) ﾅﾝﾔT.POY<255T>SD230/48ﾄﾞｳｶﾘ / ｾｯﾄ70ﾟC30 ｱﾙﾐﾉﾐ,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,817.5,681,583.9,510.9,454.2,408.75,408.75,408.75,,,,,,,,,表示する,
3/683AA,683AA:撚糸:TW <330T>SD300/96 3ﾎﾝ Z150 ｻｷｿﾞﾒ(C/#SFBLKｸﾛ) /,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,997.7,831,712.6,623.5,554.3,498.83,498.83,498.83,,,,,,,,,表示する,
3/A0401,A0401:撚糸:EWSD150/48 Z100T/M G : : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,770,642,550,481.3,427.8,385,385,385,,,,,,,,,表示する,
3/A1161,A1161:撚糸:CDWSD150/48(ｺｳｷｮｳﾄﾞ) :/6<Z150>G(120ﾟCX30) : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1368.2,1140,977.3,855.1,760.1,684.1,684.1,684.1,,,,,,,,,表示する,
3/A1605,A1605:撚糸:ｻﾝｴﾂTW<330T>SD300/96 :(SY-SZ)<Z600>WS : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2440,2033,1742.9,1525,1355.6,1220,1220,1220,,,,,,,,,表示する,
3/A1701,A1701:撚糸:ﾄｰﾚWARM<365T>SD325/96 :(SP18)/2<Z150>WS : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,400,333,285.7,250,222.2,200,200,200,,,,,,,,,表示する,
3/A2814,A2814:撚糸:ﾄｰﾚN66.W<78T>SD70/24Z : /3<Z400>G : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2901,2418,2072.2,1813.1,1611.7,1450.51,1450.51,1450.51,,,,,,,,,表示する,
3/A2831,A2831:撚糸:ﾄｰﾚN66.W<78T>SD70/24Z :(1205) /4<Z150>G : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2801,2334,2000.7,1750.6,1556.1,1400.51,1400.51,1400.51,,,,,,,,,表示する,
3/A3071,A3071:撚糸:TW<330T>SD300/96(TA-G) :/3 <Z150>WS : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,985.8,822,704.1,616.1,547.7,492.9,492.9,492.9,,,,,,,,,表示する,
3/A7596,A7596:撚糸:ｴｱﾛW<110T>FD100/24Z :(LS) S800 WM 7KRPM : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2737.1,2281,1955,1710.7,1520.6,1368.53,1368.53,1368.53,,,,,,,,,表示する,
3/A8861,A8861:撚糸:ﾅﾝﾔｳｪｰﾌﾞW<84T>75/30 :/3<Z150>G : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1883.2,1569,1345.1,1177,1046.2,941.6,941.6,941.6,,,,,,,,,表示する,
3/A9114,A9114:撚糸:ﾅﾝﾔｳｪｰﾌﾞW<84T>75/30 :/4<Z400>WS : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1763.2,1469,1259.4,1102,979.6,881.6,881.6,881.6,,,,,,,,,表示する,
3/A9664,A9664:撚糸:ﾅﾝﾔT.POYW255TSD230/48Z :Z400 WM : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1002.6,835,716.1,626.6,557,501.29,501.29,501.29,,,,,,,,,表示する,
3/B0032,B0032:撚糸:ｵｰﾛﾗ(120ｷﾘ)88D S200 WS : : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,8120,6767,5800,5075,4511.1,4060,4060,4060,,,,,,,,,表示する,
3/B0596,B0596:撚糸:TAC(MTX)<167T>BR150/40 :S800 WM : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,464,387,331.4,290,257.8,232,232,232,,,,,,,,,表示する,
3/B1375,B1375:撚糸:AC<84T>BR75/19(ｲｰｽﾄﾏﾝ) :<S650>WM : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,340,283,242.9,212.5,188.9,170,170,170,,,,,,,,,表示する,
3/B1705,B1705:撚糸:TAC(ES)<110T>BR100/26 :S600 WMｼｮｰﾄﾊﾟｰﾝ : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2723.6,2270,1945.4,1702.3,1513.1,1361.8,1361.8,1361.8,,,,,,,,,表示する,
3/B1735,B1735:撚糸:TAC<110T>BR100/26 : S600 WMｼｮｰﾄﾊﾟｰﾝ : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2842.5,2369,2030.4,1776.6,1579.2,1421.27,1421.27,1421.27,,,,,,,,,表示する,
3/B1907,B1907:撚糸:BBF<56T>BR50/30 :Z2400 ｲﾀﾘｰ : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3841.1,3201,2743.6,2400.7,2133.9,1920.55,1920.55,1920.55,,,,,,,,,表示する,
3/B1917,B1917:撚糸:BBF<56T>BR50/30 :S2400 ｲﾀﾘｰ : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3541.1,2951,2529.4,2213.2,1967.3,1770.55,1770.55,1770.55,,,,,,,,,表示する,
3/B2048,B2048:撚糸:RF<84T>BR75/30(ｲｰｸﾞﾚｯﾄ):BB.FBR50/30Z2400ｲﾀﾘｰ :<Z800>G+WS :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3901,3251,2786.4,2438.1,2167.2,1950.49,1950.49,1950.49,,,,,,,,,表示する,
3/B2058,B2058:撚糸:RF<84T>BR75/30(ｲｰｸﾞﾚｯﾄ):BB.FBR50/30S2400ｲﾀﾘｰ :<S800>G+WS :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3761.9,3135,2687.1,2351.2,2090,1880.97,1880.97,1880.97,,,,,,,,,表示する,
3/B2083,B2083:撚糸:ﾃ.TW<110T>ｲﾀｸｻｷﾖﾘ(ｼﾞﾖﾘ):Z300 WM : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1091.9,910,780,682.5,606.6,545.97,545.97,545.97,,,,,,,,,表示する,
3/B2093,B2093:撚糸:ﾃｨﾌｨｺTFSD100/24(20) :Z300 WM : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,1091.9,910,780,682.5,606.6,545.97,545.97,545.97,,,,,,,,,表示する,
3/B3534,B3534:撚糸:TAC(SJ)<66T>DL60/80 :<S350>WM :ﾘｮｳｺｳｻｲｼﾞﾝｸﾞ :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,460,383,328.6,287.5,255.6,230,230,230,,,,,,,,,表示する,
3/B4177,B4177:撚糸:ﾉﾙﾃﾞｨｽ<120T>SD108/24 :S1200 WM : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2398.4,1999,1713.1,1499,1332.4,1199.2,1199.2,1199.2,,,,,,,,,表示する,
3/B4187,B4187:撚糸:ﾉﾙﾃﾞｨｽ<120T>SD108/24 :/2 <Z1000>WS : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2398.4,1999,1713.1,1499,1332.4,1199.2,1199.2,1199.2,,,,,,,,,表示する,
3/B4197,B4197:撚糸:ﾉﾙﾃﾞｨｽ<120T>SD108/24 :/2 <S1000>WS : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2398.4,1999,1713.1,1499,1332.4,1199.2,1199.2,1199.2,,,,,,,,,表示する,
3/B4584,B4584:撚糸:RF330TBR300/60ﾎﾜｲﾄM(W) :Z400 WS : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,300,250,214.3,187.5,166.7,150,150,150,,,,,,,,,表示する,
3/B5367,B5367:撚糸:Z10F<56T>SD50/12(B13) :Z1600 WM(9KRPM) : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2638,2198,1884.3,1648.8,1465.6,1319,1319,1319,,,,,,,,,表示する,
3/B5377,B5377:撚糸:Z10F<56T>SD50/12(B13) :S1600 WM(9KRPM) : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2638,2198,1884.3,1648.8,1465.6,1319,1319,1319,,,,,,,,,表示する,
3/B5687,B5687:撚糸:Z10F<22T>SD20/12 :TAC<61T>BR55/15 :<Z1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3237,2698,2312.1,2023.1,1798.3,1618.5,1618.5,1618.5,,,,,,,,,表示する,
3/B5697,B5697:撚糸:Z10F<22T>SD20/12 :TAC<61T>BR55/15 :<S1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3237,2698,2312.1,2023.1,1798.3,1618.5,1618.5,1618.5,,,,,,,,,表示する,
3/B7085,B7085:撚糸:Z10F<110T>SD100/24(B27):TAC(ES)<220T>BR200/34/2 :<S600>WS :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2408.4,2007,1720.3,1505.3,1338,1204.2,1204.2,1204.2,,,,,,,,,表示する,
3/B7527,B7527:撚糸:ｽｰﾊﾟｰZ10F56TSD50/12 B07:TAC110TBR100/40 JCUPS(50):<S1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2415.6,2013,1725.4,1509.8,1342,1207.8,1207.8,1207.8,,,,,,,,,表示する,
3/B8127,B8127:撚糸:Z10F<33T>SD30/12(B07) :BB.F<56T>BR50/30 :<Z1200>WMｼｮｰﾄﾊﾟｰﾝ :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3310.4,2759,2364.6,2069,1839.1,1655.19,1655.19,1655.19,,,,,,,,,表示する,
3/B8137,B8137:撚糸:Z10F<33T>SD30/12(B07) :BB.F<56T>BR50/30 :<S1200>WMｼｮｰﾄﾊﾟｰﾝ :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3310.4,2759,2364.6,2069,1839.1,1655.19,1655.19,1655.19,,,,,,,,,表示する,
3/B8167,B8167:撚糸:Z10F<33T>SD30/12(B07) :BB.F<84T>BR75/45 :<Z1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3016.1,2513,2154.4,1885.1,1675.6,1508.07,1508.07,1508.07,,,,,,,,,表示する,
3/B8177,B8177:撚糸:Z10F<33T>SD30/12(B07) :BB.F<84T>BR75/45 :<S1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3016.1,2513,2154.4,1885.1,1675.6,1508.07,1508.07,1508.07,,,,,,,,,表示する,
3/B8347,B8347:撚糸:ｽﾋﾞｰﾙF<56T>SD50/12(912):TAC110TBR100/40 JCUPS(50):<Z1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2471.7,2060,1765.5,1544.8,1373.2,1235.85,1235.85,1235.85,,,,,,,,,表示する,
3/B8357,B8357:撚糸:ｽﾋﾞｰﾙF<56T>SD50/12(912):TAC110TBR100/40 JCUPS(50):<S1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2471.7,2060,1765.5,1544.8,1373.2,1235.85,1235.85,1235.85,,,,,,,,,表示する,
3/B8887,B8887:撚糸:Z10F<33T>SD30/12(B07) :TAC<84T>BR75/20(LP9) :<Z1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3000.3,2500,2143.1,1875.2,1666.8,1500.14,1500.14,1500.14,,,,,,,,,表示する,
3/B8897,B8897:撚糸:Z10F<33T>SD30/12(B07) :TAC<84T>BR75/20(LP9) :<S1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3000.3,2500,2143.1,1875.2,1666.8,1500.14,1500.14,1500.14,,,,,,,,,表示する,
3/B9707,B9707:撚糸:Z10F<56T>SD50/12(B13) :TAC(ES)<110T>BR100/26 :<Z1200>WS :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2750.2,2292,1964.4,1718.9,1527.9,1375.1,1375.1,1375.1,,,,,,,,,表示する,
3/B9717,B9717:撚糸:Z10F<56T>SD50/12(B13) :TAC(ES)<110T>BR100/26 :<S1200>WS :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2750.2,2292,1964.4,1718.9,1527.9,1375.1,1375.1,1375.1,,,,,,,,,表示する,
3/B9847,B9847:撚糸:Z10F<56T>SD50/12(B13) :TAC(SJ)<110T>BR100/26 :<Z1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2749.7,2291,1964,1718.5,1527.6,1374.83,1374.83,1374.83,,,,,,,,,表示する,
3/B9857,B9857:撚糸:Z10F<56T>SD50/12(B13) :TAC(SJ)<110T>BR100/26 :<S1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2749.7,2291,1964,1718.5,1527.6,1374.83,1374.83,1374.83,,,,,,,,,表示する,
3/B9867,B9867:撚糸:Z10F<56T>SD50/12(B13) :TAC(ES)<110T>BR100/26 :<Z1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2750.2,2292,1964.4,1718.9,1527.9,1375.1,1375.1,1375.1,,,,,,,,,表示する,
3/B9877,B9877:撚糸:Z10F<56T>SD50/12(B13) :TAC(ES)<110T>BR100/26 :<S1200>WM :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2750.2,2292,1964.4,1718.9,1527.9,1375.1,1375.1,1375.1,,,,,,,,,表示する,
3/C0947,C0947:撚糸:C100% 60/- (ｷﾞｷｮｳ) :/2 <Z1200>WS : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2183,1819,1559.3,1364.4,1212.8,1091.48,1091.48,1091.48,,,,,,,,,表示する,
3/D0056,D0056:撚糸:ﾄﾘｸｼｵﾝF<120T>SDU108/24 :TAC<110T>BR100/26 :<S800>WS :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2497.2,2081,1783.7,1560.8,1387.3,1248.6,1248.6,1248.6,,,,,,,,,表示する,
3/D0513,D0513:撚糸:TAC<84T>BR75/20(LP9) :<S350>WM : :,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,2620.9,2184,1872,1638,1456,1310.43,1310.43,1310.43,,,,,,,,,表示する,
3/D1568,D1568:撚糸:ﾄｰﾚTF<33T>SD30/12(262) :RF<133T>BR120/44(ｲｰｸﾞﾚｯﾄ):(Z800+Z1400)<Z2200>ｲﾀﾘｰ,,K,0,,,,2,2,在庫管理を行う,課税,0,0,0,月別総平均,SFN,11,SFN,,非対象,3,,,,,,,,,,,3210.3,2675,2293.1,2006.5,1783.5,1605.17,1605.17,1605.17,,,,,,,,,表示する,
