行,行番,備考,在庫変換データID,変換先フラグ,商品コード,単位,数単位,入数,ケース,商品名/摘要,ロット,個別コード,品質コード,構成数量,規格型番,色,サイズ,数量,単価,金額,生機,反番,枝番,データ,担当,整経,製織,反数,長さ,重量,初反,格付,前処理,出庫日,出庫反数,検査日,パレット,生機ＮＯ,単価,評価下,親ID,日別行
248,5,,110,1,5/291024YX,6,7,,67.7,生機:291024YX,,5032 ,A,,P51/R49,60M,150,1,0,0,291024YX,5032, ,1,B,115037B6,I090 ,1,67.7,6.4, ,A,1000,        ,   ,2016/3/31,1819,291024,,#N/A,110,5
249,6,,110,1,5/291024YX,6,7,,67.6,生機:291024YX,,5033 ,A,,P51/R49,60M,150,1,0,0,291024YX,5033, ,1,B,115037B6,I090 ,1,67.6,6.4, ,A,1000,        ,   ,2016/3/31,1819,291024,,#N/A,110,6
250,1,,111,1,5/097961LH,6,7,,56.7,生機: 97961LH,,5015 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5015, ,,B,215382A0,I076 ,1,56.7,17.9, ,A,1000,        ,   ,2016/4/1,1692,97961,,正常,111,1
251,2,,111,1,5/097961LH,6,7,,56.7,生機: 97961LH,,5016 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5016, ,,B,215382A0,I076 ,1,56.7,17.9, ,A,1000,        ,   ,2016/4/1,1692,97961,,正常,111,2
252,3,,111,1,5/098413YB,6,7,,55.8,生機: 98413YB,,5686 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5686, ,,B,225345A0,I059 ,1,55.8,17.9, ,A,1000,        ,   ,2016/4/1,1270,98413,,正常,111,3
253,4,,111,1,5/098727HX,6,7,,55.7,生機: 98727HX,,5099 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5099, ,,B,215312A2,I039 ,1,55.7,11.1, ,A,1000,        ,   ,2016/4/1,1081,98727,,正常,111,4
254,5,,111,1,5/098727HX,6,7,,56,生機: 98727HX,,5100 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5100, ,,B,215312A2,I039 ,1,56,11.1, ,A,1000,        ,   ,2016/4/1,1081,98727,,正常,111,5
255,1,,112,1,5/097961LH,6,7,,56.6,生機: 97961LH,,5017 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5017, ,,B,215382A0,I076 ,1,56.6,17.9, ,A,1000,        ,   ,2016/4/2,1692,97961,,正常,112,1
256,2,,112,1,5/097961LH,6,7,,56.5,生機: 97961LH,,5018 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5018, ,,B,215382A0,I076 ,1,56.5,17.9, ,A,1000,        ,   ,2016/4/2,1692,97961,,正常,112,2
257,3,,112,1,5/098413YB,6,7,,56.2,生機: 98413YB,,5687 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5687, ,,B,225345A0,I059 ,1,56.2,18, ,A,1000,        ,   ,2016/4/2,1270,98413,,正常,112,3
258,4,,112,1,5/098413YB,6,7,,58.2,生機: 98413YB,,5775 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5775, ,,B,225346B0,I060 ,1,58.2,18.6, ,A,1000,        ,   ,2016/4/2,1270,98413,,正常,112,4
259,5,,112,1,5/098727HX,6,7,,57,生機: 98727HX,,5101 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5101, ,,B,215326A0,I080 ,1,57,11.3, ,A,1000,        ,   ,2016/4/2,1081,98727,,正常,112,5
260,1,,113,1,5/097961LH,6,7,,56.3,生機: 97961LH,,5019 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5019, ,,B,215382A0,I076 ,1,56.3,17.8, ,A,1000,        ,   ,2016/4/4,1692,97961,,正常,113,1
261,2,,113,1,5/097961LH,6,7,,56.6,生機: 97961LH,,5020 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5020, ,,B,215382A0,I076 ,1,56.6,17.9, ,A,1000,        ,   ,2016/4/4,1692,97961,,正常,113,2
262,3,,113,1,5/097961LH,6,7,,56.8,生機: 97961LH,,5021 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5021, ,,B,215382A0,I076 ,1,56.8,17.9, ,A,1000,        ,   ,2016/4/4,1692,97961,,正常,113,3
263,4,,113,1,5/097961LH,6,7,,56.6,生機: 97961LH,,5022 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5022, ,,B,215382A0,I076 ,1,56.6,17.9, ,A,1000,        ,   ,2016/4/4,1692,97961,,正常,113,4
264,5,,113,1,5/098413YB,6,7,,55.3,生機: 98413YB,,5688 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5688, ,,B,225345A0,I059 ,1,55.3,17.8, ,A,1000,        ,   ,2016/4/4,1270,98413,,正常,113,5
265,6,,113,1,5/159536YX,6,7,,31.4,生機:159536YX,,5116 ,B,,P100,50M,120,0.5,36055,18027,159536YX,5116, ,,B,215187D0,I014 ,0.5,31.4,12.6, ,B,1000,        ,   ,2016/4/4,1068,159536,,正常,113,6
266,1,,114,1,5/097961LH,6,7,,56.8,生機: 97961LH,,5023 ,A,,P70/R25/N5,50M,148,1,31110,31110, 97961LH,5023, ,,B,215382A0,I076 ,1,56.8,17.9, ,A,1000,        ,   ,2016/4/5,1692,97961,,正常,114,1
267,2,,114,1,5/098413YB,6,7,,56.1,生機: 98413YB,,5689 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5689, ,,B,225345A0,I059 ,1,56.1,18, ,A,1000,        ,   ,2016/4/5,1270,98413,,正常,114,2
268,3,,114,1,5/098727HX,6,7,,55.8,生機: 98727HX,,5102 ,B,,TA56/C44,50M,145,1,27559,27559, 98727HX,5102, ,,B,215326A0,I080 ,1,55.8,11, ,B,1000,        ,   ,2016/4/5,1081,98727,,正常,114,3
269,4,,114,1,5/098727HX,6,7,,56,生機: 98727HX,,5103 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5103, ,,B,215326A0,I080 ,1,56,11.1, ,A,1000,        ,   ,2016/4/5,1081,98727,,正常,114,4
270,1,,115,1,5/098413YB,6,7,,55.9,生機: 98413YB,,5690 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5690, ,,B,225345A0,I059 ,1,55.9,17.9, ,A,1000,        ,   ,2016/4/6,1270,98413,,正常,115,1
271,2,,115,1,5/098413YB,6,7,,55.8,生機: 98413YB,,5777 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5777, ,,B,225346B0,I060 ,1,55.8,17.9, ,A,1000,        ,   ,2016/4/6,1270,98413,,正常,115,2
272,3,,115,1,5/098727HX,6,7,,55.6,生機: 98727HX,,5104 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5104, ,,B,215326A0,I080 ,1,55.6,11, ,A,1000,        ,   ,2016/4/6,1081,98727,,正常,115,3
273,4,,115,1,5/098727HX,6,7,,56,生機: 98727HX,,5105 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5105, ,,B,215326A0,I080 ,1,56,11.1, ,A,1000,        ,   ,2016/4/6,1081,98727,,正常,115,4
274,5,,115,1,5/099394YX,6,7,,58.5,生機: 99394YX,,5030 ,A,,P52/CU24/TA24,50M,140,1,38528,38528, 99394YX,5030, ,,B,215305A0,I068 ,1,58.5,14.4, ,A,1000,        ,   ,2016/4/6,1080,99394,,正常,115,5
275,6,,115,1,5/099394YX,6,7,,58.6,生機: 99394YX,,5031 ,A,,P52/CU24/TA24,50M,140,1,38528,38528, 99394YX,5031, ,,B,215305A0,I068 ,1,58.6,14.5, ,A,1000,        ,   ,2016/4/6,1080,99394,,正常,115,6
276,1,,116,1,5/098413YB,6,7,,55.5,生機: 98413YB,,5691 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5691, ,,B,225345A0,I059 ,1,55.5,17.8, ,A,1000,        ,   ,2016/4/7,1270,98413,,正常,116,1
277,2,,116,1,5/098413YB,6,7,,55.8,生機: 98413YB,,5692 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5692, ,,B,225345A0,I059 ,1,55.8,17.9, ,A,1000,        ,   ,2016/4/7,1270,98413,,正常,116,2
278,3,,116,1,5/098413YB,6,7,,55.7,生機: 98413YB,,5778 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5778, ,,B,225346B0,I060 ,1,55.7,17.8, ,A,1000,        ,   ,2016/4/7,1270,98413,,正常,116,3
279,4,,116,1,5/098727HX,6,7,,55.5,生機: 98727HX,,5106 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5106, ,,B,215326A0,I080 ,1,55.5,11, ,A,1000,        ,   ,2016/4/7,1081,98727,,正常,116,4
280,5,,116,1,5/098727HX,6,7,,56,生機: 98727HX,,5107 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5107, ,,B,215326A0,I080 ,1,56,11.1, ,A,1000,        ,   ,2016/4/7,1081,98727,,正常,116,5
281,1,,117,1,5/098413YB,6,7,,56.1,生機: 98413YB,,5693 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5693, ,,B,225345A0,I059 ,1,56.1,18, ,A,1000,        ,   ,2016/4/8,1270,98413,,正常,117,1
282,2,,117,1,5/098413YB,6,7,,55.1,生機: 98413YB,,5779 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5779, ,,B,225346B0,I060 ,1,55.1,17.6, ,A,1000,        ,   ,2016/4/8,1270,98413,,正常,117,2
283,3,,117,1,5/098413YB,6,7,,55.8,生機: 98413YB,,5780 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5780, ,,B,225346B0,I060 ,1,55.8,17.9, ,A,1000,        ,   ,2016/4/8,1270,98413,,正常,117,3
284,4,,117,1,5/098727HX,6,7,,55.6,生機: 98727HX,,5108 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5108, ,,B,215326A0,I080 ,1,55.6,11, ,A,1000,        ,   ,2016/4/8,1081,98727,,正常,117,4
285,5,,117,1,5/098727HX,6,7,,56,生機: 98727HX,,5109 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5109, ,,B,215326A0,I080 ,1,56,11.1, ,A,1000,        ,   ,2016/4/8,1081,98727,,正常,117,5
286,1,,118,1,5/097961LJ,6,7,,56.5,生機: 97961LJ,,5056 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5056, ,,B,215382B0,I078 ,1,56.5,17.9, ,A,1000,        ,   ,2016/4/11,1710,97961,,正常,118,1
287,2,,118,1,5/098413YB,6,7,,56.2,生機: 98413YB,,5694 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5694, ,,B,225345A0,I059 ,1,56.2,18, ,A,1000,        ,   ,2016/4/11,1270,98413,,正常,118,2
288,3,,118,1,5/098413YB,6,7,,55.7,生機: 98413YB,,5781 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5781, ,,B,225346B0,I060 ,1,55.7,17.8, ,A,1000,        ,   ,2016/4/11,1270,98413,,正常,118,3
289,4,,118,1,5/098727HX,6,7,,55.7,生機: 98727HX,,5110 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5110, ,,B,215326A0,I080 ,1,55.7,11, ,A,1000,        ,   ,2016/4/11,1081,98727,,正常,118,4
290,5,,118,1,5/098727HX,6,7,,55.7,生機: 98727HX,,5111 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5111, ,,B,215326A0,I080 ,1,55.7,11, ,A,1000,        ,   ,2016/4/11,1081,98727,,正常,118,5
291,1,,119,1,5/097961LJ,6,7,,57.3,生機: 97961LJ,,5010 ,B,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5010, ,,B,215382A1,I076 ,1,57.3,18.3, ,B,1000,        ,   ,2016/4/12,1710,97961,,正常,119,1
292,2,,119,1,5/098413YB,6,7,,56.3,生機: 98413YB,,5695 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5695, ,,B,225345A0,I059 ,1,56.3,18.1, ,A,1000,        ,   ,2016/4/12,1270,98413,,正常,119,2
293,3,,119,1,5/098413YB,6,7,,59.9,生機: 98413YB,,5782 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5782, ,,B,225346B0,I060 ,1,59.9,19.2, ,A,1000,        ,   ,2016/4/12,1270,98413,,正常,119,3
294,4,,119,1,5/098727HX,6,7,,55.7,生機: 98727HX,,5112 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5112, ,,B,215326A0,I080 ,1,55.7,11, ,A,1000,        ,   ,2016/4/12,1081,98727,,正常,119,4
295,5,,119,1,5/098727HX,6,7,,56,生機: 98727HX,,5113 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5113, ,,B,215326A0,I080 ,1,56,11.1, ,A,1000,        ,   ,2016/4/12,1081,98727,,正常,119,5
296,1,,120,1,5/098413YB,6,7,,55.6,生機: 98413YB,,5783 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5783, ,,B,225346B0,I060 ,1,55.6,17.8, ,A,1000,        ,   ,2016/4/13,1270,98413,,正常,120,1
297,2,,120,1,5/098727HX,6,7,,56.1,生機: 98727HX,,5114 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5114, ,,B,215326A0,I080 ,1,56.1,11.1, ,A,1000,        ,   ,2016/4/13,1081,98727,,正常,120,2
298,3,,120,1,5/098727HX,6,7,,56,生機: 98727HX,,5115 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5115, ,,B,215326A0,I080 ,1,56,11.1, ,A,1000,        ,   ,2016/4/13,1081,98727,,正常,120,3
299,4,,120,1,5/291024YX,6,7,,68.3,生機:291024YX,,5044 ,A,,P51/R49,60M,150,1,0,0,291024YX,5044, ,1,B,215451A0,I090 ,1,68.3,6.4, ,A,1000,        ,   ,2016/4/13,1819,291024,,#N/A,120,4
300,1,,121,1,5/098413YB,6,7,,55.8,生機: 98413YB,,5697 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5697, ,,B,225345A0,I059 ,1,55.8,17.9, ,A,1000,        ,   ,2016/4/14,1270,98413,,正常,121,1
301,2,,121,1,5/098413YB,6,7,,54.8,生機: 98413YB,,5743 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5743, ,,B,225346A1,I039 ,1,54.8,17.5, ,A,1000,        ,   ,2016/4/14,1270,98413,,正常,121,2
302,3,,121,1,5/098413YB,6,7,,55.8,生機: 98413YB,,5785 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5785, ,,B,225346B0,I060 ,1,55.8,17.9, ,A,1000,        ,   ,2016/4/14,1270,98413,,正常,121,3
303,4,,121,1,5/098727HX,6,7,,55.5,生機: 98727HX,,5116 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5116, ,,B,215326A0,I080 ,1,55.5,11, ,A,1000,        ,   ,2016/4/14,1081,98727,,正常,121,4
304,5,,121,1,5/098727HX,6,7,,56.1,生機: 98727HX,,5117 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5117, ,,B,215326A0,I080 ,1,56.1,11.1, ,A,1000,        ,   ,2016/4/14,1081,98727,,正常,121,5
305,6,,121,1,5/099208GX,6,7,,62.2,生機: 99208GX,,5002 ,A,,CU100,50M,135,1,10853,10853, 99208GX,5002, ,1,B,225421A0,I034 ,1,62.2,7.7, ,A,1000,        ,   ,2016/4/14,1962,99208,,正常,121,6
306,7,,121,1,5/291024YX,6,7,,66.7,生機:291024YX,,5045 ,A,,P51/R49,60M,150,1,0,0,291024YX,5045, ,1,B,215451A0,I090 ,1,66.7,6.3, ,A,1000,        ,   ,2016/4/14,1819,291024,,#N/A,121,7
307,1,,122,1,5/098413YB,6,7,,55.8,生機: 98413YB,,5698 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5698, ,,B,225345A0,I059 ,1,55.8,17.9, ,A,1000,        ,   ,2016/4/15,1270,98413,,正常,122,1
308,2,,122,1,5/098413YB,6,7,,55.2,生機: 98413YB,,5744 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5744, ,,B,225346A1,I039 ,1,55.2,17.6, ,A,1000,        ,   ,2016/4/15,1270,98413,,正常,122,2
309,3,,122,1,5/098727HX,6,7,,55.9,生機: 98727HX,,5118 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5118, ,,B,215326A0,I080 ,1,55.9,11.1, ,A,1000,        ,   ,2016/4/15,1081,98727,,正常,122,3
310,4,,122,1,5/098727HX,6,7,,56,生機: 98727HX,,5119 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5119, ,,B,215326A0,I080 ,1,56,11.1, ,A,1000,        ,   ,2016/4/15,1081,98727,,正常,122,4
311,1,,123,1,5/097961LJ,6,7,,56.7,生機: 97961LJ,,5020 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5020, ,,B,215382A1,I076 ,1,56.7,18.1, ,A,1000,        ,   ,2016/4/16,1074,97961,,正常,123,1
312,2,,123,1,5/097961LJ,6,7,,56.3,生機: 97961LJ,,5021 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5021, ,,B,215382A1,I076 ,1,56.3,18, ,A,1000,        ,   ,2016/4/16,1074,97961,,正常,123,2
313,3,,123,1,5/097961LJ,6,7,,56.2,生機: 97961LJ,,5022 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5022, ,,B,215382A1,I076 ,1,56.2,17.9, ,A,1000,        ,   ,2016/4/16,1074,97961,,正常,123,3
314,4,,123,1,5/097961LJ,6,7,,56.6,生機: 97961LJ,,5023 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5023, ,,B,215382A1,I076 ,1,56.6,18.1, ,A,1000,        ,   ,2016/4/16,1074,97961,,正常,123,4
315,5,,123,1,5/097961LJ,6,7,,56.1,生機: 97961LJ,,5068 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5068, ,,B,215382B0,I078 ,1,56.1,17.8, ,A,1000,        ,   ,2016/4/16,1074,97961,,正常,123,5
316,6,,123,1,5/097961LJ,6,7,,56.2,生機: 97961LJ,,5069 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5069, ,,B,215382B0,I078 ,1,56.2,17.8, ,A,1000,        ,   ,2016/4/16,1074,97961,,正常,123,6
317,7,,123,1,5/097961LJ,6,7,,56.3,生機: 97961LJ,,5070 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5070, ,,B,215382B0,I078 ,1,56.3,17.8, ,A,1000,        ,   ,2016/4/16,1074,97961,,正常,123,7
318,8,,123,1,5/098413YB,6,7,,55.4,生機: 98413YB,,5746 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5746, ,,B,225346A1,I039 ,1,55.4,17.7, ,A,1000,        ,   ,2016/4/16,1485,98413,,正常,123,8
319,9,,123,1,5/098413YB,6,7,,55.7,生機: 98413YB,,5788 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5788, ,,B,225346B0,I060 ,1,55.7,17.8, ,A,1000,        ,   ,2016/4/16,1485,98413,,正常,123,9
320,10,,123,1,5/098727HX,6,7,,56.1,生機: 98727HX,,5120 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5120, ,,B,215326A0,I080 ,1,56.1,11.1, ,A,1000,        ,   ,2016/4/16,1081,98727,,正常,123,10
321,11,,123,1,5/098727HX,6,7,,55.9,生機: 98727HX,,5121 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5121, ,,B,215326A0,I080 ,1,55.9,11.1, ,A,1000,        ,   ,2016/4/16,1081,98727,,正常,123,11
322,1,,124,1,5/097961LJ,6,7,,56.4,生機: 97961LJ,,5024 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5024, ,,B,215382A1,I076 ,1,56.4,18, ,A,1000,        ,   ,2016/4/18,1074,97961,,正常,124,1
323,2,,124,1,5/097961LJ,6,7,,56.5,生機: 97961LJ,,5025 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5025, ,,B,215382A1,I076 ,1,56.5,18, ,A,1000,        ,   ,2016/4/18,1074,97961,,正常,124,2
324,3,,124,1,5/097961LJ,6,7,,56.6,生機: 97961LJ,,5071 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5071, ,,B,215382B0,I078 ,1,56.6,17.9, ,A,1000,        ,   ,2016/4/18,1074,97961,,正常,124,3
325,4,,124,1,5/097961LJ,6,7,,56.5,生機: 97961LJ,,5072 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5072, ,,B,215382B0,I078 ,1,56.5,17.9, ,A,1000,        ,   ,2016/4/18,1074,97961,,正常,124,4
326,5,,124,1,5/098413YB,6,7,,56,生機: 98413YB,,5701 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5701, ,,B,225345A0,I059 ,1,56,18, ,A,1000,        ,   ,2016/4/18,1485,98413,,正常,124,5
327,6,,124,1,5/098413YB,6,7,,55,生機: 98413YB,,5747 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5747, ,,B,225346A1,I039 ,1,55,17.5, ,A,1000,        ,   ,2016/4/18,1485,98413,,正常,124,6
328,7,,124,1,5/098413YB,6,7,,56,生機: 98413YB,,5789 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5789, ,,B,225346B0,I060 ,1,56,17.9, ,A,1000,        ,   ,2016/4/18,1485,98413,,正常,124,7
329,8,,124,1,5/291024YX,6,7,,67.8,生機:291024YX,,5050 ,A,,P51/R49,60M,150,1,0,0,291024YX,5050, ,1,B,215451A0,I090 ,1,67.8,6.4, ,A,1000,        ,   ,2016/4/18,1819,291024,,#N/A,124,8
330,1,,125,1,5/097961LJ,6,7,,53,生機: 97961LJ,,5026 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5026, ,,B,215382A1,I076 ,1,53,16.9, ,A,1000,        ,   ,2016/4/19,1074,97961,,正常,125,1
331,2,,125,1,5/097961LJ,6,7,,54.4,生機: 97961LJ,,5027 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5027, ,,B,215382A1,I076 ,1,54.4,17.4, ,A,1000,        ,   ,2016/4/19,1074,97961,,正常,125,2
332,3,,125,1,5/097961LJ,6,7,,56.7,生機: 97961LJ,,5073 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5073, ,,B,215382B0,I078 ,1,56.7,18, ,A,1000,        ,   ,2016/4/19,1074,97961,,正常,125,3
333,4,,125,1,5/097961LJ,6,7,,56.5,生機: 97961LJ,,5074 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5074, ,,B,215382B0,I078 ,1,56.5,17.9, ,A,1000,        ,   ,2016/4/19,1074,97961,,正常,125,4
334,5,,125,1,5/098413YB,6,7,,56.2,生機: 98413YB,,5702 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5702, ,,B,225345A0,I059 ,1,56.2,18, ,A,1000,        ,   ,2016/4/19,1485,98413,,正常,125,5
335,6,,125,1,5/098413YB,6,7,,55.5,生機: 98413YB,,5748 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5748, ,,B,225346A1,I039 ,1,55.5,17.7, ,A,1000,        ,   ,2016/4/19,1485,98413,,正常,125,6
336,7,,125,1,5/098413YB,6,7,,55.9,生機: 98413YB,,5790 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5790, ,,B,225346B0,I060 ,1,55.9,17.9, ,A,1000,        ,   ,2016/4/19,1485,98413,,正常,125,7
337,8,,125,1,5/098727HX,6,7,,55.6,生機: 98727HX,,5122 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5122, ,,B,215326A0,I080 ,1,55.6,11, ,A,1000,        ,   ,2016/4/19,1081,98727,,正常,125,8
338,9,,125,1,5/098727HX,6,7,,55.9,生機: 98727HX,,5123 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5123, ,,B,215326A0,I080 ,1,55.9,11.1, ,A,1000,        ,   ,2016/4/19,1081,98727,,正常,125,9
339,1,,126,1,5/097961LJ,6,7,,56.3,生機: 97961LJ,,5075 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5075, ,,B,215382B0,I078 ,1,56.3,17.8, ,A,1000,        ,   ,2016/4/20,1074,97961,,正常,126,1
340,2,,126,1,5/097961LJ,6,7,,56.3,生機: 97961LJ,,5076 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5076, ,,B,215382B0,I078 ,1,56.3,17.8, ,A,1000,        ,   ,2016/4/20,1074,97961,,正常,126,2
341,3,,126,1,5/097961LJ,6,7,,56.7,生機: 97961LJ,,5077 ,A,,P70/R25/N5,50M,148,1,31326,31326, 97961LJ,5077, ,,B,215382B0,I078 ,1,56.7,18, ,A,1000,        ,   ,2016/4/20,1074,97961,,正常,126,3
342,4,,126,1,5/098413YB,6,7,,56,生機: 98413YB,,5703 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5703, ,,B,225345A0,I059 ,1,56,18, ,A,1000,        ,   ,2016/4/20,1485,98413,,正常,126,4
343,5,,126,1,5/098413YB,6,7,,45.3,生機: 98413YB,,5749 ,B,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5749, ,,B,225346A1,I039 ,1,45.3,14.5, ,B,1000,        ,   ,2016/4/20,1485,98413,,正常,126,5
344,6,,126,1,5/098413YB,6,7,,55.6,生機: 98413YB,,5791 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5791, ,,B,225346B0,I060 ,1,55.6,17.8, ,A,1000,        ,   ,2016/4/20,1485,98413,,正常,126,6
345,7,,126,1,5/098727HX,6,7,,55.9,生機: 98727HX,,5124 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5124, ,,B,215326A0,I080 ,1,55.9,11.1, ,A,1000,        ,   ,2016/4/20,1081,98727,,正常,126,7
346,8,,126,1,5/098727HX,6,7,,55.9,生機: 98727HX,,5125 ,A,,TA56/C44,50M,145,1,27559,27559, 98727HX,5125, ,,B,215326A0,I080 ,1,55.9,11.1, ,A,1000,        ,   ,2016/4/20,1081,98727,,正常,126,8
347,9,,126,1,5/099208GX,6,7,,62.6,生機: 99208GX,,5146 ,A,,CU100,50M,135,1,10853,10853, 99208GX,5146, ,1,B,225422A0,I032 ,1,62.6,7.8, ,A,1000,        ,   ,2016/4/20,1962,99208,,正常,126,9
348,1,,127,1,5/098413YB,6,7,,56,生機: 98413YB,,5704 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5704, ,,B,225345A0,I059 ,1,56,18, ,A,1000,        ,   ,2016/4/21,1485,98413,,正常,127,1
349,2,,127,1,5/098413YB,6,7,,55.4,生機: 98413YB,,5750 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5750, ,,B,225346A1,I039 ,1,55.4,17.7, ,A,1000,        ,   ,2016/4/21,1485,98413,,正常,127,2
350,3,,127,1,5/098413YB,6,7,,46.2,生機: 98413YB,,5751 ,B,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5751, ,,B,225346A1,I039 ,1,46.2,14.7, ,B,1000,        ,   ,2016/4/21,1485,98413,,正常,127,3
351,4,,127,1,5/098413YB,6,7,,56.1,生機: 98413YB,,5792 ,A,,TA59/P30/C11,50M,140,1,41541,41541, 98413YB,5792, ,,B,225346B0,I060 ,1,56.1,18, ,A,1000,        ,   ,2016/4/21,1485,98413,,正常,127,4
