商品コード,商品名/摘要,単位,入数,ケース,仕入日,伝票番号,取引区分,締切,仕入先コード,仕入先名,税転嫁,担当者コード,担当者名,内訳,入荷,倉庫コード,倉庫名,数量,単価,金額,主プロジェクトコード,副プロジェクトコード,プロジェクト名,課税区分,備考,発注番号
N/169AA,169AA:撚糸賃:19919/CDMCW <195T> 178/ 7..,K,0 ,0 ,2015年11月30日,00002990,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,99.42 ,120 ,"11,930 ",,,,課税 8.0%,,
N/404AA,404AA:撚糸賃:20355/PR.ﾅﾝﾔｴｺPOY<278T>SD..,K,0 ,0 ,2015年11月30日,00002990,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,496.2 ,220 ,"109,164 ",,,,課税 8.0%,,
O/076410CB,076410CB:製織賃:5022,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/078019BA,078019BA:製織賃:5077,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"4,465 ","13,395 ",,,,課税 8.0%,,
O/097763JE,097763JE:製織賃:5202,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"4,050 ","8,100 ",,,,課税 8.0%,,
O/098413YB,098413YB:製織賃:5056,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"7,000 ","7,000 ",,,,課税 8.0%,,
O/098761VX,098761VX:製織賃:5114,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,555 ","11,110 ",,,,課税 8.0%,,
O/099268YX,099268YX:製織賃:5028,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"4,400 ","17,600 ",,,,課税 8.0%,,
O/099394YX,099394YX:製織賃:5181,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"8,505 ","17,010 ",,,,課税 8.0%,,
O/290027YX,290027YX:製織賃:5204,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,6 ,"2,850 ","17,100 ",,,,課税 8.0%,,
O/290029ZX,290029ZX:製織賃:5152,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"2,700 ","8,100 ",,,,課税 8.0%,,
O/290034ZX,290034ZX:製織賃:5096,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,4 ,"3,500 ","14,000 ",,,,課税 8.0%,,
O/290035UX,290035UX:製織賃:5177,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,8 ,"3,000 ","24,000 ",,,,課税 8.0%,,
O/290055LX,290055LX:製織賃:5288,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"4,209 ","8,418 ",,,,課税 8.0%,,
O/290106YX,290106YX:製織賃:5268,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"3,250 ","6,500 ",,,,課税 8.0%,,
O/290118YX,290118YX:製織賃:5105,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,3 ,"6,206 ","18,618 ",,,,課税 8.0%,,
O/291007YX,291007YX:製織賃:5266,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,1 ,"5,850 ","5,850 ",,,,課税 8.0%,,
O/291010YX,291010YX:製織賃:5283,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"5,150 ","10,300 ",,,,課税 8.0%,,
O/292003YX,292003YX:製織賃:5128,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"3,250 ","6,500 ",,,,課税 8.0%,,
O/292005YX,292005YX:製織賃:5128,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"3,250 ","6,500 ",,,,課税 8.0%,,
O/292007YX,292007YX:製織賃:5310,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"2,750 ","5,500 ",,,,課税 8.0%,,
O/292009YX,292009YX:製織賃:5315,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"3,750 ","7,500 ",,,,課税 8.0%,,
O/292011YX,292011YX:製織賃:5313,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,2 ,"3,750 ","7,500 ",,,,課税 8.0%,,
O/295000YX,295000YX:製織賃:5089･5090･5091,反,0 ,0 ,2015年11月30日,00002991,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,8 ,"4,808 ","38,464 ",,,,課税 8.0%,,
O/079664CB,079664CB:製織賃:5048･5061,反,0 ,0 ,2015年11月30日,00002992,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/098284HA,098284HA:製織賃:5143,反,0 ,0 ,2015年11月30日,00002992,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,6 ,"4,860 ","29,160 ",,,,課税 8.0%,,
O/098533YB,098533YB:製織賃:5172,反,0 ,0 ,2015年11月30日,00002992,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"7,000 ","14,000 ",,,,課税 8.0%,,
O/126947HX,126947HX:製織賃:5210,反,0 ,0 ,2015年11月30日,00002992,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"5,265 ","10,530 ",,,,課税 8.0%,,
O/127250JA,127250JA:製織賃:5161,反,0 ,0 ,2015年11月30日,00002992,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,4 ,"4,860 ","19,440 ",,,,課税 8.0%,,
O/127413JD,127413JD:製織賃:4938,反,0 ,0 ,2015年11月30日,00002992,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,E,清田　祐也E,通常,,HARA,原工場,2 ,"6,885 ","13,770 ",,,,課税 8.0%,,
O/099344YX,099344YX:製織賃:5155,反,0 ,0 ,2015年11月30日,00002993,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,2 ,"5,265 ","10,530 ",,,,課税 8.0%,,
O/099446LA,099446LA:製織賃:5195,反,0 ,0 ,2015年11月30日,00002993,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,K,上村　茂K,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/135302LH,135302LH:製織賃:5136,反,0 ,0 ,2015年11月30日,00002994,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,3 ,"4,455 ","13,365 ",,,,課税 8.0%,,
O/135426LD,135426LD:製織賃:5169,反,0 ,0 ,2015年11月30日,00002994,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,4 ,"4,050 ","16,200 ",,,,課税 8.0%,,
O/135616LE,135616LE:製織賃:5189,反,0 ,0 ,2015年11月30日,00002994,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,2 ,"4,860 ","9,720 ",,,,課税 8.0%,,
O/135644LA,135644LA:製織賃:5224,反,0 ,0 ,2015年11月30日,00002994,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,L,上村　茂L,通常,,HARA,原工場,1 ,"4,455 ","4,455 ",,,,課税 8.0%,,
O/039413XD,039413XD:製織賃:5227,反,0 ,0 ,2015年11月30日,00002995,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,P,板鼻健太郎P,通常,,HARA,原工場,5 ,"3,442.5 ","17,212 ",,,,課税 8.0%,,
N/KIKAKUSHI,企画糸:撚糸賃:ﾅﾝﾔT.POYF<255T>SD230/48;..,K,0 ,0 ,2015年11月30日,00002996,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,X3,五十嵐澄夫,通常,,HARA,原工場,13.6 ,"2,000 ","27,200 ",,,,課税 8.0%,,
N/KIKAKUSHI,企画糸:撚糸賃:OHS 2F<110T>SD100/24;ﾅ.C..,K,0 ,0 ,2015年11月30日,00002996,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,X3,五十嵐澄夫,通常,,HARA,原工場,16.8 ,"2,000 ","33,600 ",,,,課税 8.0%,,
J/098761VX,098761VX:整経賃:5182,反,0 ,0 ,2015年11月30日,00002997,掛仕入,今回,SFN,株式会社ソフィーナ原工場,外税/伝票計,B,板鼻健太郎B,通常,,HARA,原工場,55 ,"2,750 ","151,250 ",,,,課税 8.0%,,
O/SAMPLE-A,綾通賃:135693,本,0 ,0 ,2015年11月30日,00002998,掛仕入,今回,SFN,株式会社ソフィーナ原工場,内税/総額,X3,五十嵐澄夫,通常,,HARA,原工場,"5,280 ",1.27 ,"6,705 ",,,,課税 8.0%,,
O/SAMPLE-A,綾通賃:99532,本,0 ,0 ,2015年11月30日,00002999,掛仕入,今回,SFN,株式会社ソフィーナ原工場,内税/総額,X9,諸橋寿志,通常,,HARA,原工場,"4,800 ",1.1 ,"5,280 ",,,,課税 8.0%,,
D/SAMPLE,見本:染色加工賃 試織:116343-2,M,0 ,0 ,2015年11月30日,00003000,掛仕入,今回,623,見附染工株式会社,外税/伝票計,X1,池田　守,通常,,0000,共通倉庫,12.7 ,400 ,"5,080 ",,,,課税 8.0%,15-S344,
D/123127ZE,123127ZE:染加工賃,Y,0 ,0 ,2015年11月28日,00003002,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,336.7 ,201 ,"67,676 ",,,,課税 8.0%,15E1031-1,
D/123127ZE,123127ZE:染加工賃,Y,0 ,0 ,2015年11月28日,00003003,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,335.8 ,201 ,"67,495 ",,,,課税 8.0%,15E1031-1,
D/123127ZE,123127ZE:染加工賃,Y,0 ,0 ,2015年11月28日,00003004,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,335.7 ,201 ,"67,475 ",,,,課税 8.0%,15E1031-1,
D/123127ZE,123127ZE:染加工賃,Y,0 ,0 ,2015年11月28日,00003005,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,331.5 ,201 ,"66,631 ",,,,課税 8.0%,15E1031-1,
D/123127ZE,123127ZE:染加工賃,Y,0 ,0 ,2015年11月28日,00003006,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,338.4 ,201 ,"68,018 ",,,,課税 8.0%,15E1031-1,
D/123127ZE,123127ZE:染加工賃,Y,0 ,0 ,2015年11月28日,00003007,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,338 ,201 ,"67,938 ",,,,課税 8.0%,15E1031-1,
D/123127ZE,123127ZE:染加工賃,Y,0 ,0 ,2015年11月28日,00003008,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,334.8 ,201 ,"67,294 ",,,,課税 8.0%,15E1031-1,
D/127250JA,127250JA:染加工賃,M,0 ,0 ,2015年11月28日,00003009,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,484.9 ,180 ,"87,282 ",,,,課税 8.0%,15E1029-3,
D/127250JA,127250JA:染加工賃,M,0 ,0 ,2015年11月28日,00003010,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,483.3 ,180 ,"86,994 ",,,,課税 8.0%,15E1029-3,
D/127250JA,127250JA:染加工賃,M,0 ,0 ,2015年11月28日,00003011,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,387.7 ,180 ,"69,786 ",,,,課税 8.0%,15M1103-4,
D/079664CB,079664CB:染色加工賃,M,0 ,0 ,2015年11月30日,00003012,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,393.5 ,200 ,"78,700 ",,,,課税 8.0%,15M1020-1,
D/135520LX,135520LX:染色加工賃,M,0 ,0 ,2015年11月30日,00003018,掛仕入,今回,623,見附染工株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,48.4 ,500 ,"24,200 ",,,,課税 8.0%,№1520788,
D/135520LX,135520LX:染色加工賃,M,0 ,0 ,2015年11月30日,00003019,掛仕入,今回,623,見附染工株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,35.3 ,500 ,"17,650 ",,,,課税 8.0%,№1520787,
D/135521LC,135521LC:染色加工賃,M,0 ,0 ,2015年11月30日,00003020,掛仕入,今回,623,見附染工株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,296.4 ,170 ,"50,388 ",,,,課税 8.0%,№1520789,
E/HOKANRYO,倉庫保管料,件,0 ,0 ,2015年11月30日,00003021,掛仕入,今回,116,尾張整染株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,1 ,"3,450 ","3,450 ",,,,課税 8.0%,№0675,
D/099140YX,099140YX:染色加工賃,M,0 ,0 ,2015年11月30日,00003056,掛仕入,今回,428,豊島株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,929.4 ,225 ,"209,115 ",,,,課税 8.0%,15E0901-3,
E/TEST,試験代金(5点),件,0 ,0 ,2015年11月27日,00003061,掛仕入,今回,116,尾張整染株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,1 ,"2,000 ","2,000 ",,,,課税 8.0%,№016432,
E/UNCHIN,運賃,件,0 ,0 ,2015年11月26日,00003062,掛仕入,今回,116,尾張整染株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,1 ,"7,200 ","7,200 ",,,,課税 8.0%,№016376,
E/TAX,消費税差額,件,0 ,0 ,2015年11月19日,00003068,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,0 ,0 ,1 ,,,,非課税,,
E/UNCHIN,輸出梱包代:99259HX,M,0 ,0 ,2015年11月19日,00003068,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,48.6 ,20 ,972 ,,,,課税 8.0%,15M1021-M2,
D/098184VX,098184VX:染色加工賃,M,0 ,0 ,2015年11月05日,00003069,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,2 ,230 ,460 ,,,,課税 8.0%,15M1021-1,
D/098284HA,098284HA:染色加工賃,M,0 ,0 ,2015年11月05日,00003070,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,3 ,250 ,750 ,,,,課税 8.0%,15M1010-1,
E/TAX,消費税差額,件,0 ,0 ,2015年11月26日,00003084,掛仕入,今回,116,尾張整染株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,0 ,0 ,1 ,,,,非課税,,
E/UNCHIN,運賃,件,0 ,0 ,2015年11月26日,00003084,掛仕入,今回,116,尾張整染株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,1 ,"12,410 ","12,410 ",,,,課税 8.0%,№016359,
NO731018YX,731018YX:撚糸-製織賃,反,0 ,0 ,2015年11月20日,00003085,掛仕入,今回,721,山甚撚糸株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,10 ,"10,500 ","105,000 ",,,,課税 8.0%,SIYF-021,
D/135682LX,135682LX:染色加工賃,M,0 ,0 ,2015年11月30日,00003088,掛仕入,今回,430,東北整練株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,399 ,170 ,"67,830 ",,,,課税 8.0%,№01102215,
D/098727LX,098727LX:染加工賃,M,0 ,0 ,2015年11月17日,00003089,掛仕入,今回,136,岐セン株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,42 ,500 ,"21,000 ",,,,課税 8.0%,E5YMH0162,
D/098727LX,098727LX:染加工賃,M,0 ,0 ,2015年11月17日,00003089,掛仕入,今回,136,岐セン株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,4 ,500 ,"2,000 ",,,,課税 8.0%,E5YMH0163,
D/098727LX,098727LX:染加工賃,M,0 ,0 ,2015年11月17日,00003089,掛仕入,今回,136,岐セン株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,0.6 ,500 ,300 ,,,,課税 8.0%,E5YMHO164,
D/098727LX,098727LX:染加工賃,M,0 ,0 ,2015年11月17日,00003089,掛仕入,今回,136,岐セン株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,0.6 ,500 ,300 ,,,,課税 8.0%,E5YMHO165,
D/099446LA,099446LA:染色加工賃,点,0 ,0 ,2015年11月09日,00003090,掛仕入,今回,623,見附染工株式会社,外税/伝票計,K,上村　茂K,通常,,0000,共通倉庫,1 ,"5,000 ","5,000 ",,,,課税 8.0%,,
D/079664CB,079664CB:染色加工賃,M,0 ,0 ,2015年11月30日,00003091,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,491.5 ,200 ,"98,300 ",,,,課税 8.0%,15E1008-8,
D/079664CB,079664CB:染色加工賃,M,0 ,0 ,2015年11月30日,00003092,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,491.5 ,200 ,"98,300 ",,,,課税 8.0%,15E1008-8,
D/097402XX,097402XX:染色加工賃,M,0 ,0 ,2015年11月30日,00003095,掛仕入,今回,430,東北整練株式会社,外税/伝票計,E,清田　祐也E,通常,,0000,共通倉庫,385.4 ,300 ,"115,620 ",,,,課税 8.0%,15M1008-4,
D/113351LX,113351LX:染色加工賃,M,0 ,0 ,2015年11月09日,00003097,掛仕入,今回,623,見附染工株式会社,外税/伝票計,K,上村　茂K,通常,,0000,共通倉庫,1 ,150 ,150 ,,,,課税 8.0%,1500334,
D/113351LX,113351LX:染色加工賃,M,0 ,0 ,2015年11月09日,00003097,掛仕入,今回,623,見附染工株式会社,外税/伝票計,K,上村　茂K,通常,,0000,共通倉庫,1 ,150 ,150 ,,,,課税 8.0%,1500334,
D/159536YX,159536YX:染色加工賃,M,0 ,0 ,2015年11月07日,00003098,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1 ,163 ,163 ,,,,課税 8.0%,1500333,
D/159536YX,159536YX:染色加工賃,M,0 ,0 ,2015年11月28日,00003099,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1 ,163 ,163 ,,,,課税 8.0%,1500345,
D/159536YX,159536YX:染色加工賃,M,0 ,0 ,2015年11月27日,00003100,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1 ,163 ,163 ,,,,課税 8.0%,1500344,
D/159540YX,159540YX:染色加工賃,M,0 ,0 ,2015年11月17日,00003101,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1 ,163 ,163 ,,,,課税 8.0%,1500340,
D/159540YX,159540YX:染色加工賃,M,0 ,0 ,2015年11月27日,00003102,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1 ,163 ,163 ,,,,課税 8.0%,1500344,
D/159540YX,159540YX:染色加工賃,M,0 ,0 ,2015年11月27日,00003104,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1 ,163 ,163 ,,,,課税 8.0%,1500344,
D/099344YX,099344YX:染色加工賃,M,0 ,0 ,2015年11月21日,00003105,掛仕入,今回,623,見附染工株式会社,外税/伝票計,K,上村　茂K,通常,,0000,共通倉庫,4 ,500 ,"2,000 ",,,,課税 8.0%,1500342,
D/099344YX,099344YX:染色加工賃,M,0 ,0 ,2015年11月28日,00003106,掛仕入,今回,623,見附染工株式会社,外税/伝票計,k,上村　茂K,通常,,0000,共通倉庫,1 ,180 ,180 ,,,,課税 8.0%,1500345,
D/076410CX,076410CX:染色加工賃,M,0 ,0 ,2015年11月05日,00003107,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,5.5 ,400 ,"2,200 ",,,,課税 8.0%,1500330,
D/076410CX,076410CX:染色加工賃,M,0 ,0 ,2015年11月09日,00003108,掛仕入,今回,623,見附染工株式会社,外税/伝票計,B,板鼻健太郎B,通常,,0000,共通倉庫,1.5 ,400 ,600 ,,,,課税 8.0%,1500335,
D/113431HA,113431HA:染色加工賃,M,0 ,0 ,2015年11月19日,00003110,掛仕入,今回,623,見附染工株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,1 ,240 ,240 ,,,,課税 8.0%,15-L216A,
D/135239DA,135239DA:染色加工賃,M,0 ,0 ,2015年11月05日,00003111,掛仕入,今回,623,見附染工株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,1 ,150 ,150 ,,,,課税 8.0%,15-L222A,
D/135688YX,135688YX:染色加工賃,M,0 ,0 ,2015年11月16日,00003112,掛仕入,今回,623,見附染工株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,1 ,165 ,165 ,,,,課税 8.0%,15-L247,
D/116089XD,116089XD:染色加工賃,M,0 ,0 ,2015年11月09日,00003113,掛仕入,今回,623,見附染工株式会社,外税/伝票計,X,上村　茂X,通常,,0000,共通倉庫,1 ,225 ,225 ,,,,課税 8.0%,15-X245,
D/135682LX,135682LX:染色加工賃,M,0 ,0 ,2015年11月04日,00003114,掛仕入,今回,430,東北整練株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,458.9 ,170 ,"78,013 ",,,,課税 8.0%,№27104932,
D/135391ZD,135391ZD:染色加工賃,M,0 ,0 ,2015年11月14日,00003115,掛仕入,今回,430,東北整練株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,201.7 ,240 ,"48,408 ",,,,課税 8.0%,№00804153,
D/135682LX,135682LX:染色加工賃,M,0 ,0 ,2015年11月30日,00003116,掛仕入,今回,430,東北整練株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,649.1 ,170 ,"110,347 ",,,,課税 8.0%,№27105309,
D/135682LX,135682LX:染色加工賃,M,0 ,0 ,2015年11月30日,00003117,掛仕入,今回,430,東北整練株式会社,外税/伝票計,L,上村　茂L,通常,,0000,共通倉庫,449.6 ,170 ,"76,432 ",,,,課税 8.0%,№27105318,
