コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,,主たる倉庫,,発注連動,分類１,,分類２,,分類３,,分類４,,分類５,,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
D/159552LX,159552LX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,K,上村　茂K,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年02月24日
D/159555LX,159555LX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月19日
D/159559LX,159559LX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月19日
D/159560YX,159560YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月10日
D/159577YX,159577YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月10日
D/165300YX,165300YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年07月04日
D/165316YX,165316YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,10,ユニフォーム,L,上村　茂L,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,230 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年12月26日
D/165377JX,165377JX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月03日
D/165377KX,165377KX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月03日
D/165406YX,165406YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,400 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年07月04日
D/165409KA,165409KA:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,128 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月09日
D/165409KX,165409KX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,128 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月09日
D/170002ZX,170002ZX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年10月26日
D/170010ZX,170010ZX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,250 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年05月31日
D/171017YA,171017YA:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月04日
D/171020YX,171020YX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月13日
D/171031ZX,171031ZX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年07月02日
D/171054YA,171054YA:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年09月15日
D/171058YX,171058YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年07月02日
D/171079YX,171079YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171080YX,171080YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171081YX,171081YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171082YX,171082YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171083YX,171083YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171084YX,171084YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171085YX,171085YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171086YX,171086YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171087YX,171087YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171088YX,171088YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月20日
D/171132YA,171132YA:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,300 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年05月25日
D/171146YX,171146YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月26日
D/181254BX,181254BX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,428,豊島株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,豊島（岐セン）,0 ,0 ,0 ,0 ,0 ,0 ,510 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月19日
D/181254LI,181254LI:染色加工賃,,Y,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,136,岐セン株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,289 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月18日
D/182005YX,182005YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月18日
D/182005ZX,182005ZX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月16日
D/182013HX,182013HX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年11月21日
D/185112ZA,185112ZA:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,K,上村　茂K,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月16日
D/185112ZX,185112ZX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,K,上村　茂K,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,180 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月31日
D/185181LA,185181LA:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行う,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,20,婦人紳士,K,上村　茂K,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月20日
D/185186LA,185186LA:染色加工賃,,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,20,婦人紳士,K,上村　茂K,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,220 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月08日
D/185186LX,185186LX:染色加工賃,,K,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,20,婦人紳士,K,上村　茂K,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,220 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月08日
D/295011YA,295011YA:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月16日
D/295011YX,295011YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年03月25日
D/295022YX,295022YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月16日
D/350015LX,350015LX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月25日
D/350021LX,350021LX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月25日
D/350023LX,350023LX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月25日
D/350026LX,350026LX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月25日
D/350027LX,350027LX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月25日
D/350028LX,350028LX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,見附染工,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月25日
D/350033YA,350033YA:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月22日
D/350035YX,350035YX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,80 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月22日
D/350035ZX,350035ZX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,200 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月22日
D/39413XX,39413XX:染色加工賃,,Y,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,623,見附染工株式会社,,,非対象,D,染色加工賃,30,インテリア,P,板鼻健太郎P,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,170 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月09日
D/731007YX,731007YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月18日
D/731008YX,731008YX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月31日
D/731012YC,731012YC:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月18日
D/731014YX,731014YX:染色加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月18日
D/731015YX,731015YX:染色加工賃,,M,0 ,P52/TA48,50M,120,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,180 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月04日
D/731016YX,731016YX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,428,豊島株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,豊島（岐セン）,0 ,0 ,0 ,0 ,0 ,0 ,205 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月31日
D/731017YX,731017YX:染加工賃,,M,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練,0 ,0 ,0 ,0 ,0 ,0 ,240 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月27日
D/731018YX,731018YX:染色加工賃,,M,0 ,TA64/P36,50M,135,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,428,豊島株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,岐セン 98320外注生機,0 ,0 ,0 ,0 ,0 ,0 ,210 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年11月10日
D/771001YX,771001YX:染色加工賃,,Y,0 ,TA74/P26,55Y,55I,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,430,東北整練株式会社,,,非対象,D,染色加工賃,50,輸出,E,清田　祐也E,,,,,東北整練 97240外注生機,0 ,0 ,0 ,0 ,0 ,0 ,283 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年11月10日
D/SAMPLE,見本:染色加工賃,,点,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,D,染色加工賃,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月05日
E/290035QX,290035QX:開発費,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,E,その他,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年06月20日
E/292019YX,292019YX:開発費,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,E,その他,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年06月20日
E/292020YX,292020YX:開発費,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,E,その他,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年06月20日
E/292021YX,292021YX:開発費,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,E,その他,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年06月20日
E/292022YX,292022YX:開発費,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,E,その他,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,500 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年06月20日
E/CHARGEUP,ﾁｬｰｼﾞｱｯﾌﾟ,,,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年04月19日
E/CLAIM,クレーム,,,0 ,,,,2 ,2 ,在庫管理を行う,課税,0 ,0 ,0 ,標準原価,,,,,非対象,,,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月13日
