コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,,主たる倉庫,,発注連動,分類１,,分類２,,分類３,,分類４,,分類５,,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
5/290013YX,290013YX,,反,0 ,TA33/AC33/N22/P12,50M,133,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,SFN,株式会社ソフィーナ原工場,HARA,原工場,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"13,500 ",0 ,0 ,0 ,"11,317 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月13日
5/290019YX,290019YX,,反,0 ,P40/TA60,50M,130,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"37,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月27日
5/290021,BY37,,反,0 ,P72/C28,55M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"6,203 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示しない,2014年11月25日
5/290021YX,BY37,,反,0 ,P72/C28,55M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"6,203 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年11月25日
5/290024YX,290024YX,,反,0 ,P46/TA54,50M,120,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"6,000 ",0 ,0 ,0 ,"4,906.5 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月18日
5/290028YX,290028YX,,反,0 ,R48/C27/L25,50M,146,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"7,300 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月14日
5/290029YX,290029YX,,反,0 ,P94/C6,50M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"5,058 ",0 ,0 ,0 ,"4,550 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月27日
5/290031YX,290031YX,,反,0 ,P12/R41/L47,50M,130,2 ,2 ,在庫管理を行う,課税,0 ,0 ,0 ,標準原価,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"28,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月10日
5/290032YX,290032YX,,反,0 ,P41/W11/R48,50M,130,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"28,900 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月10日
5/290033YX,290033YX,,反,0 ,PU15/N64/C21,50M,135,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月22日
5/290037YX,290037YX,,反,0 ,P20/PU9/N71,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月22日
5/290038YX,290038YX,,反,0 ,P20/PU9/N71,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月22日
5/290040YX,290040YX,,M,0 ,P21/AC79,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"4,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年01月19日
5/290041YX,290041YX,,点,0 ,P100,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"15,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月13日
5/290043LX,290043LX,,反,0 ,P100,50M,148,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生機Ｃ反,0 ,"4,400 ",0 ,0 ,0 ,"4,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月05日
5/290045YX,290045YX,,反,0 ,P18/AC82,46M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"7,010 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月24日
5/290045ZX,290045ZX,,反,0 ,T18/AC82,46M,148,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"7,010 ",0 ,0 ,0 ,"6,592.72 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年06月03日
5/290052YX,290052YX,,反,0 ,PU5/CU50/C45,50M,130,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"5,000 ",0 ,0 ,0 ,"4,500 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月07日
5/290053YX,290053YX,,反,0 ,PU1/R50/C20/L29,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"20,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月04日
5/290054YA,290054YA,,,0 ,R51/L30/P19,50M,120,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月07日
5/290054YB,290054YB,B,,0 ,R51/L30/P19,50M,120,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月07日
5/290054YX,290054YX,,反,0 ,P19/R51/L30,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"20,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年02月04日
5/290055LX,290055LX,,M,0 ,N100%,50M,148,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,790 ,0 ,0 ,0 ,482.11 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月13日
5/290056YX,290056YX,,反,0 ,T33/AC67,50M,130,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290057YX,290057YX,,反,0 ,T33/AC67,50M,130,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290058YX,290058YX,,反,0 ,T33/AC67,50M,130,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290067VX,290067VX,,反,0 ,P82/C18,50M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"4,000 ",0 ,0 ,0 ,"3,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月23日
5/290067ZX,290067ZX,,M,0 ,P82/C18,55M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"4,000 ",0 ,0 ,0 ,"3,600 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月24日
5/290068YX,290068YX,,反,0 ,P100%,50M,123,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年03月09日
5/290072ZX,290072ZX,,反,0 ,P100,50M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"10,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年09月24日
5/290074YX,290074YX,,反,0 ,T100,50M,152,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290075YX,290075YX,,反,0 ,T100,50M,152,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290076YX,290076YX,,反,0 ,T100,50M,152,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290083YX,290083YX,,反,0 ,R51/C49,50M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290084YX,290084YX,,反,0 ,R51/C49,50M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290085YX,290085YX,,反,0 ,PU3/W9/R88,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290095LX,290095LX,,反,0 ,T100,50M,148,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年05月21日
5/290098YX,290098YX,,反,0 ,CD38/AC20/TA20/N22,50M,133,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"19,000 ",0 ,0 ,0 ,"15,791 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月30日
5/290111YX,290111YX,,反,0 ,N49/C51,50M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"33,000 ",0 ,0 ,0 ,"16,195 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年07月28日
5/290112YX,290112YX,,反,0 ,T100,50M,149,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年08月28日
5/290114YX,290114YX,,反,0 ,P100,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年09月10日
5/290115YX,290115YX,,反,0 ,P99/R1,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年09月15日
5/290119YX,290119YX,,反,0 ,N49/C51,50M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"33,000 ",0 ,0 ,0 ,"16,195 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年07月28日
5/290120YX,290120YX,,反,0 ,N49/C44/L7,50M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"33,000 ",0 ,0 ,0 ,"16,195 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年07月28日
5/290128ZA,290128ZA,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,"22,000 ",0 ,0 ,0 ,"19,458 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年06月13日
5/290128ZX,290128ZX,,反,0 ,P100,100M,150,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月25日
5/290129YX,290129YX,,反,0 ,N70/P21/PU9,50M,136,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年09月15日
5/290133YX,290133YX,,反,0 ,R65/C33/PU2,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月07日
5/290162YX,290192YX,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月07日
5/290163YX,290163YX,,反,0 ,CU62/P38,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月08日
5/290164YX,290164YX,,反,0 ,CU62/P38,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月08日
5/290165YX,290165YX,,反,0 ,CU62/P38,50M,145,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月23日
5/290166YX,290166YX,6,反,0 ,CU62/P38,50M,145,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月23日
5/290168YX,290168YX,,反,0 ,P63/CU37,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月30日
5/290171YX,290171YX,,反,0 ,CU62/P38,50M,145,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月23日
5/290172YX,290172YX,,反,0 ,CU62/P38,50M,145,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月23日
5/293000YX,293000YX,,反,0 ,TA72/P28,55Y,55,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年01月30日
5/293001YX,293001YX,,反,0 ,TA72/P28,55Y,51,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年02月22日
5/295000YX,295000YX,,反,0 ,TA65/P35,50M,138,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,"13,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年09月14日
5/295002YA,295002YA,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,392.9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年05月25日
5/295002YX,295002YX,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年11月26日
5/295003YX,295003YX,5,反,0 ,TA73/P27,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年05月25日
5/295006YX,295006YX,,反,0 ,TA85/P15,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,563.7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年05月25日
5/295012YX,295012YX,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年04月15日
5/295015YX,295015YX,,反,0 ,T52/TA48,50M,138,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年08月18日
5/295022YX,295022YX,,反,0 ,TA51/P27/CU22,50M,141,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,8,製品,20,婦人紳士,B,板鼻健太郎B,,,,,生産依頼書より,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月16日
5/295023YX,295023YX,,反,0 ,TA73/P27,50M,135,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,,,非対象,5,生機,20,婦人紳士,B,板鼻健太郎B,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2016年07月22日
5/731007YX,731007YX,,反,0 ,TA64/P36,50M,140,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,IND,鈴倉インダストリー株式会社,,,非対象,5,生機,50,輸出,E,清田　祐也E,,,,,鈴倉生機 98176外注生機,0 ,0 ,0 ,0 ,0 ,0 ,"5,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月18日
5/731011YX,731011YX,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,HARA,原工場,非対象,5,生機,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月10日
5/731012YC,731012YC,,反,0 ,TA70/P30,50M,135,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,IND,鈴倉インダストリー株式会社,,,非対象,5,生機,50,輸出,E,清田　祐也E,,,,,鈴倉生機 124743外注生機,0 ,0 ,0 ,0 ,0 ,0 ,"5,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月18日
5/731012YX,731012YX,,反,0 ,,,,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,,,HARA,原工場,非対象,5,生機,,,,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2015年04月10日
5/731014YX,731014YX,,反,0 ,TA72/P28,50M,135,2 ,2 ,在庫管理を行わない,課税,0 ,0 ,0 ,月別総平均,IND,鈴倉インダストリー株式会社,,,非対象,5,生機,50,輸出,E,清田　祐也E,,,,,鈴倉生機 128184外注生機,0 ,0 ,0 ,0 ,0 ,0 ,"5,000 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,表示する,2014年12月18日
