コード,名称,フリガナ,単位,入数,規格・型番,色,サイズ,数量小数桁,単価小数桁,在庫管理,課税区分,発注ロット,リードタイム,在庫適正数,在庫評価方法,主たる仕入先,標準品質,主たる倉庫,倉庫名,発注連動,分類１,分類１名,分類２,分類２名,分類３,分類３名,分類４,分類４名,分類５,数単位,メモ欄,税抜上代,税抜売上単価１,税抜売上単価２,税抜売上単価３,税抜売上単価４,税抜売上原価,税抜仕入単価,税抜標準原価,税込上代,税込売上単価１,税込売上単価２,税込売上単価３,税込売上単価４,税込売上原価,税込仕入単価,税込標準原価,参照表示,更新日
4/292040YX,整経玉292040YX,ｾｲｹｲﾀﾏ292040YX,反,0.02,P82/C18,50M,150,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
4/292046YX,整経玉292046YX,ｾｲｹｲﾀﾏ292046YX,反,0.02,P87/C13,50M,150,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,1400,1167,1000,875,778,700,700,700,,,,,,,,,表示する,
4/292047LX,整経玉292047LX,ｾｲｹｲﾀﾏ292047LX,反,0.02,P86/C14,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
4/292048YX,整経玉292048YX,ｾｲｹｲﾀﾏ292048YX,反,0.02,P100,50M,150,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,1300,1083,929,813,722,650,650,650,,,,,,,,,表示する,
4/292049LX,整経玉292049LX,ｾｲｹｲﾀﾏ292049LX,反,0.02,P93/C7,50M,148,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
4/292050YX,整経玉292050YX,ｾｲｹｲﾀﾏ292050YX,反,0.02,P94/CU6,50M,140,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,0,0,0,0,0,0,0,0,,,,,,,,,表示する,
4/295000YA,整経玉295000YA,ｾｲｹｲﾀﾏ295000YA,反,0.02,TA65/P35,50M,138,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,10344,8620,7389,6465,5747,5172,5172,5172,,,,,,,,,表示する,
4/295023YX,整経玉295023YX,ｾｲｹｲﾀﾏ295023YX,反,0.02,TA73/P27,50M,138,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,36547,30456,26105,22842,20304,18273.51,18273.51,18273.51,,,,,,,,,表示する,
4/295025YX,整経玉295025YX,ｾｲｹｲﾀﾏ295025YX,反,0.02,TA50/R40/P10,50M,123,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,4223,3519,3016,2639,2346,2111.4,2111.4,2111.4,,,,,,,,,表示する,
4/295026YX,整経玉295026YX,ｾｲｹｲﾀﾏ295026YX,反,0.02,TA55/R35/P10,50M,114,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,3767,3140,2691,2355,2093,1883.7,1883.7,1883.7,,,,,,,,,表示する,
4/295027YX,整経玉295027YX,ｾｲｹｲﾀﾏ295027YX,反,0.02,TA55/R35/P10,50M,115,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,3551,2959,2537,2220,1973,1775.6,1775.6,1775.6,,,,,,,,,表示する,
4/295028YX,整経玉295028YX,ｾｲｹｲﾀﾏ295028YX,反,0.04,TA57/R34/P9,25M,104,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,50,,E,,,,,M,,10038,8365,7170,6274,5577,5018.94,5018.94,5018.94,,,,,,,,,表示する,
4/295029YX,整経玉295029YX,ｾｲｹｲﾀﾏ295029YX,反,0.04,TA57/R34/P9,25M,104,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,50,,E,,,,,M,,10038,8365,7170,6274,5577,5018.94,5018.94,5018.94,,,,,,,,,表示する,
4/350035YX,整経玉350035YX,ｾｲｹｲﾀﾏ350035YX,反,0.02,P100,50M,145,1,1,在庫管理を行う,課税,0,0,0,月別総平均,SFN,A,HARA,,非対象,4,整経玉,20,,B,,,,,M,,43478,36232,31056,27174,24155,21739.23,21739.23,21739.23,,,,,,,,,表示する,
